Detail,Value,ds,amount_paid,Number_of_Months,Coupon_Discount,payable_amount,id,Transaction_Year,transaction_type_id,magazine_fee_paid,day_of_week,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Coupon_Discount,Coupon_Discount_lower,Coupon_Discount_upper,Number_of_Months,Number_of_Months_lower,Number_of_Months_upper,Transaction_Year,Transaction_Year_lower,Transaction_Year_upper,additive_terms,additive_terms_lower,additive_terms_upper,amount_paid,amount_paid_lower,amount_paid_upper,daily,daily_lower,daily_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,id,id_lower,id_upper,magazine_fee_paid,magazine_fee_paid_lower,magazine_fee_paid_upper,payable_amount,payable_amount_lower,payable_amount_upper,transaction_type_id,transaction_type_id_lower,transaction_type_id_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
,,2024-09-09,23545.24087591241,3.9197080291970803,5160.525547445256,23874.131386861314,23358204.357664235,1136.3868613138686,1.1240875912408759,26.277372262773724,0,2024-09-09,101861.71487994077,2065621.2441165445,2072118.6572992452,101853.4575279061,101866.7909530756,-1241.0991517359744,-1241.0991517359744,-1241.0991517359744,-100.20082097916232,-100.20082097916232,-100.20082097916232,2204704.091813268,2204704.091813268,2204704.091813268,1967139.6554102795,1967139.6554102795,1967139.6554102795,-16781.761148890866,-16781.761148890866,-16781.761148890866,-50982.4565435352,-50982.4565435352,-50982.4565435352,2016975.471624611,2016975.471624611,2016975.471624611,-166642.2765570418,-166642.2765570418,-166642.2765570418,-10.860875255334507,-10.860875255334507,-10.860875255334507,-2868.6943332993046,-2868.6943332993046,-2868.6943332993046,-83.72730145487813,-83.72730145487813,-83.72730145487813,617.412434809641,617.412434809641,617.412434809641,529.2278943941293,529.2278943941293,529.2278943941293,0.0,0.0,0.0,2069001.3702902202
,,2024-09-10,28449.82481751825,2.343065693430657,4668.37299270073,38910.97810218979,23358214.145985402,1136.3868613138686,0.6715328467153284,87.59124087591242,1,2024-09-10,101870.32361029909,2070269.0868072337,2076673.8017755938,101861.18723607864,101876.14260037565,-1483.0404412394043,-1483.0404412394043,-1483.0404412394043,-325.970048935864,-325.970048935864,-325.970048935864,2204704.091813268,2204704.091813268,2204704.091813268,1971591.0904728428,1971591.0904728428,1971591.0904728428,-13028.270778272134,-13028.270778272134,-13028.270778272134,-50982.4565435352,-50982.4565435352,-50982.4565435352,2021756.4365144956,2021756.4365144956,2021756.4365144956,-166642.18692420772,-166642.18692420772,-166642.18692420772,-9.56557275637861,-9.56557275637861,-9.56557275637861,-1326.6831059413075,-1326.6831059413075,-1326.6831059413075,-131.93842741964306,-131.93842741964306,-131.93842741964306,254.7383691548755,254.7383691548755,254.7383691548755,562.3721327273227,562.3721327273227,562.3721327273227,0.0,0.0,0.0,2073461.4140831418
,,2024-09-11,18506.029197080294,1.029197080291971,3279.73102189781,21668.978102189783,14255892.897810219,693.3941605839417,0.5401459854014599,155.47445255474454,2,2024-09-11,101878.93234065741,3079366.2910997397,3085999.7375487117,101868.89109105935,101885.90519757672,-2165.694276591418,-2165.694276591418,-2165.694276591418,-514.1110722331154,-514.1110722331154,-514.1110722331154,3307786.7894562385,3307786.7894562385,3307786.7894562385,2981014.320194111,2981014.320194111,2981014.320194111,-20638.28246389008,-20638.28246389008,-20638.28246389008,-50982.4565435352,-50982.4565435352,-50982.4565435352,3031226.56743521,3031226.56743521,3031226.56743521,-249993.23726409228,-249993.23726409228,-249993.23726409228,-8.131487846820296,-8.131487846820296,-8.131487846820296,-3094.830250448912,-3094.830250448912,-3094.830250448912,-145.93520592554253,-145.93520592554253,-145.93520592554253,187.51890520407085,187.51890520407085,187.51890520407085,582.690397232356,582.690397232356,582.690397232356,0.0,0.0,0.0,3082893.2525347685
,,2024-09-12,23698.992700729927,3.1094890510948905,4011.2701094890513,28853.05109489051,23358235.75182482,1136.3868613138686,1.364963503649635,383.57660583941606,3,2024-09-12,101887.54107101572,2065512.6422747774,2072165.2107887531,101876.40442400948,101895.12038651743,-1806.0710084243726,-1806.0710084243726,-1806.0710084243726,-216.22111867913404,-216.22111867913404,-216.22111867913404,2204704.091813268,2204704.091813268,2204704.091813268,1966781.7869084824,1966781.7869084824,1966781.7869084824,-16664.094492393866,-16664.094492393866,-16664.094492393866,-50982.4565435352,-50982.4565435352,-50982.4565435352,2016956.2250413282,2016956.2250413282,2016956.2250413282,-166641.98907693778,-166641.98907693778,-166641.98907693778,-3.31265491636086,-3.31265491636086,-3.31265491636086,-2358.1118797275353,-2358.1118797275353,-2358.1118797275353,-58.066540860729056,-58.066540860729056,-58.066540860729056,218.70342790416413,218.70342790416413,218.70342790416413,589.3149827848874,589.3149827848874,589.3149827848874,0.0,0.0,0.0,2068669.327979498
,,2024-09-13,15205.080291970802,2.343065693430657,5002.962043795621,21557.087591240874,23358247.408759125,1136.3868613138686,1.3065693430656935,113.86861313868614,4,2024-09-13,101896.14980137403,2058257.539841621,2064850.1182794329,101882.80492948546,101904.48716057661,-1318.5570799417103,-1318.5570799417103,-1318.5570799417103,-325.970048935864,-325.970048935864,-325.970048935864,2204704.091813268,2204704.091813268,2204704.091813268,1959593.3084370007,1959593.3084370007,1959593.3084370007,-23164.506925893314,-23164.506925893314,-23164.506925893314,-50982.4565435352,-50982.4565435352,-50982.4565435352,2010073.57315824,2010073.57315824,2010073.57315824,-166641.88233298843,-166641.88233298843,-166641.88233298843,-9.010443113968941,-9.010443113968941,-9.010443113968941,-3106.3044928472314,-3106.3044928472314,-3106.3044928472314,-64.28733130779548,-64.28733130779548,-64.28733130779548,-79.45642856676017,-79.45642856676017,-79.45642856676017,581.6482508628459,581.6482508628459,581.6482508628459,0.0,0.0,0.0,2061489.4582383747
,,2024-09-14,20299.24379562044,3.981021897810219,3839.7416058394156,23540.00583941606,21022430.72189781,1022.7481751824818,0.8802919708029198,63.065693430656935,5,2024-09-14,101904.75853173235,2323425.4528067894,2329840.659140204,101890.85500088737,101913.5745879151,-1890.3941049104385,-1890.3941049104385,-1890.3941049104385,-91.42090655862388,-91.42090655862388,-91.42090655862388,2487672.3399308263,2487672.3399308263,2487672.3399308263,2224684.9330557426,2224684.9330557426,2224684.9330557426,-19265.930841772748,-19265.930841772748,-19265.930841772748,-50982.4565435352,-50982.4565435352,-50982.4565435352,2275370.6161144194,2275370.6161144194,2275370.6161144194,-188031.23664635676,-188031.23664635676,-188031.23664635676,-10.083693755960969,-10.083693755960969,-10.083693755960969,-2902.958521480628,-2902.958521480628,-2902.958521480628,-109.6991015713805,-109.6991015713805,-109.6991015713805,-262.6115227739985,-262.6115227739985,-262.6115227739985,559.3850076320962,559.3850076320962,559.3850076320962,0.0,0.0,0.0,2326589.691587475
,,2024-09-15,13373.093430656936,1.1233576642335767,2392.606642335767,17245.845985401458,21022440.12919708,1022.7481751824818,0.8802919708029198,47.299270072992705,6,2024-09-15,101913.36726209067,2315485.4850488314,2322053.4923269604,101898.44182555354,101922.8698062675,-2601.8029877462054,-2601.8029877462054,-2601.8029877462054,-500.6276322301457,-500.6276322301457,-500.6276322301457,2487672.3399308263,2487672.3399308263,2487672.3399308263,2216907.46058879,2216907.46058879,2216907.46058879,-24566.531057789438,-24566.531057789438,-24566.531057789438,-50982.4565435352,-50982.4565435352,-50982.4565435352,2268303.694547567,2268303.694547567,2268303.694547567,-188031.150502586,-188031.150502586,-188031.150502586,-10.416771541406773,-10.416771541406773,-10.416771541406773,-3548.417329794647,-3548.417329794647,-3548.417329794647,-109.6991015713805,-109.6991015713805,-109.6991015713805,-936.3051857283324,-936.3051857283324,-936.3051857283324,522.5277704864518,522.5277704864518,522.5277704864518,0.0,0.0,0.0,2318820.8278508806
,,2024-09-16,26491.700729927008,2.4744525547445257,5136.759124087592,31055.693430656935,23358276.562043797,1136.3868613138686,1.1240875912408759,52.55474452554745,0,2024-09-16,101921.97599244898,2068251.6544413948,2074937.240782693,101905.31546075722,101933.08348625053,-1252.7826816874192,-1252.7826816874192,-1252.7826816874192,-307.15594660613885,-307.15594660613885,-307.15594660613885,2204704.091813268,2204704.091813268,2204704.091813268,1969855.7935135944,1969855.7935135944,1969855.7935135944,-14526.828045260994,-14526.828045260994,-14526.828045260994,-50982.4565435352,-50982.4565435352,-50982.4565435352,2019749.443262309,2019749.443262309,2019749.443262309,-166641.61537285463,-166641.61537285463,-166641.61537285463,-10.305745612924838,-10.305745612924838,-10.305745612924838,-2132.233457482032,-2132.233457482032,-2132.233457482032,-83.72730145487813,-83.72730145487813,-83.72730145487813,617.412434809985,617.412434809985,617.412434809985,471.3943600104654,471.3943600104654,471.3943600104654,0.0,0.0,0.0,2071777.7695060433
,,2024-09-17,18594.598540145984,3.656934306569343,3032.598540145985,22903.10218978102,23358288.087591242,1136.3868613138686,1.0145985401459854,0.0,1,2024-09-17,101930.5847228073,2060108.9239630445,2067045.6068758531,101911.39461910272,101943.53592671482,-2287.1841494708888,-2287.1841494708888,-2287.1841494708888,-137.82902563861262,-137.82902563861262,-137.82902563861262,2204704.091813268,2204704.091813268,2204704.091813268,1961670.8884275495,1961670.8884275495,1961670.8884275495,-20570.500123881793,-20570.500123881793,-20570.500123881793,-50982.4565435352,-50982.4565435352,-50982.4565435352,2011991.9891401923,2011991.9891401923,2011991.9891401923,-166641.5098320306,-166641.5098320306,-166641.5098320306,-11.416004897744177,-11.416004897744177,-11.416004897744177,-2968.2722536131337,-2968.2722536131337,-2968.2722536131337,-95.39128354312768,-95.39128354312768,-95.39128354312768,254.73836915317548,254.73836915317548,254.73836915317548,406.6174617393624,406.6174617393624,406.6174617393624,0.0,0.0,0.0,2063601.473150357
,,2024-09-18,18261.299270072992,1.9489051094890513,3098.4671532846714,21045.19708029197,23358296.927007303,1136.3868613138686,0.9051094890510948,433.57664233576645,2,2024-09-18,101939.19345316562,2059716.4239396993,2066304.7979521265,101917.73027380275,101953.37423890304,-2254.803260563691,-2254.803260563691,-2254.803260563691,-382.4123559250394,-382.4123559250394,-382.4123559250394,2204704.091813268,2204704.091813268,2204704.091813268,1960865.9608990683,1960865.9608990683,1960865.9608990683,-20825.574889784082,-20825.574889784082,-20825.574889784082,-50982.4565435352,-50982.4565435352,-50982.4565435352,2011331.7625148364,2011331.7625148364,2011331.7625148364,-166641.4288884347,-166641.4288884347,-166641.4288884347,-2.256365797984623,-2.256365797984623,-2.256365797984623,-3158.7982722947913,-3158.7982722947913,-3158.7982722947913,-107.05526563137727,-107.05526563137727,-107.05526563137727,187.5189052043044,187.5189052043044,187.5189052043044,329.1360225626059,329.1360225626059,329.1360225626059,0.0,0.0,0.0,2062805.154352234
,,2024-09-19,26639.905109489053,5.233576642335766,5659.708026277373,33060.01459854015,23358306.7810219,1136.3868613138686,0.9270072992700731,591.2408759124088,3,2024-09-19,101947.80218352392,2068751.9499795914,2075558.9293572353,101924.51925052176,101962.85575039701,-995.7019644982618,-995.7019644982618,-995.7019644982618,87.94020231808906,87.94020231808906,87.94020231808906,2204704.091813268,2204704.091813268,2204704.091813268,1970187.669294193,1970187.669294193,1970187.669294193,-14413.406862507722,-14413.406862507722,-14413.406862507722,-50982.4565435352,-50982.4565435352,-50982.4565435352,2020711.2438359144,2020711.2438359144,2020711.2438359144,-166641.33865403794,-166641.33865403794,-166641.33865403794,1.0744120564733974,1.0744120564733974,1.0744120564733974,-1926.692641470615,-1926.692641470615,-1926.692641470615,-104.72246921372734,-104.72246921372734,-104.72246921372734,218.70342790237862,218.70342790237862,218.70342790237862,240.1785739113357,240.1785739113357,240.1785739113357,0.0,0.0,0.0,2072135.471477717
,,2024-09-20,16284.036496350365,2.1240875912408756,2658.394160583942,17626.934306569343,23358318.846715327,1136.3868613138686,1.0364963503649636,376.6423357664234,4,2024-09-20,101956.41091388224,2056826.2708085154,2063530.3555014075,101931.47843533938,101972.64384210792,-2471.1423332825498,-2471.1423332825498,-2471.1423332825498,-357.32688615207263,-357.32688615207263,-357.32688615207263,2204704.091813268,2204704.091813268,2204704.091813268,1958369.0864176394,1958369.0864176394,1958369.0864176394,-22338.779041188773,-22338.779041188773,-22338.779041188773,-50982.4565435352,-50982.4565435352,-50982.4565435352,2009289.7605882755,2009289.7605882755,2009289.7605882755,-166641.22816703218,-166641.22816703218,-166641.22816703218,-3.459146689872241,-3.459146689872241,-3.459146689872241,-3509.3371635216977,-3509.3371635216977,-3509.3371635216977,-93.05848712547777,-93.05848712547777,-93.05848712547777,-79.45642856759275,-79.45642856759275,-79.45642856759275,141.23880146667295,141.23880146667295,141.23880146667295,0.0,0.0,0.0,2060325.4973315217
,,2024-09-21,19083.396350364965,2.5029197080291974,3286.957664233577,21253.585401459855,21022494.076642334,1022.7481751824818,0.6043795620437956,157.66423357664235,5,2024-09-21,101965.01964424057,2321245.922877726,2327887.367566733,101938.56414169453,101982.49367682515,-2162.141672528633,-2162.141672528633,-2162.141672528633,-303.0795577680317,-303.0795577680317,-303.0795577680317,2487672.3399308263,2487672.3399308263,2487672.3399308263,2222484.4102468328,2222484.4102468328,2222484.4102468328,-20196.421935868202,-20196.421935868202,-20196.421935868202,-50982.4565435352,-50982.4565435352,-50982.4565435352,2273695.4344106996,2273695.4344106996,2273695.4344106996,-188030.65649934192,-188030.65649934192,-188030.65649934192,-8.085227043286158,-8.085227043286158,-8.085227043286158,-3137.4282911428527,-3137.4282911428527,-3137.4282911428527,-139.09233643376945,-139.09233643376945,-139.09233643376945,-262.61152277415414,-262.61152277415414,-262.61152277415414,34.04390244228768,34.04390244228768,34.04390244228768,0.0,0.0,0.0,2324449.429891073
,,2024-09-22,13015.491240875912,1.0576642335766426,1929.3437627737226,14375.246715328467,21022503.378832117,1022.7481751824818,0.9985401459854014,119.56207007299271,6,2024-09-22,101973.62837459888,2314312.572880309,2321147.1455958528,101945.11024864214,101992.11816579783,-2829.5421661367236,-2829.5421661367236,-2829.5421661367236,-510.03468339500836,-510.03468339500836,-510.03468339500836,2487672.3399308263,2487672.3399308263,2487672.3399308263,2215514.9554770566,2215514.9554770566,2215514.9554770566,-24840.204908993986,-24840.204908993986,-24840.204908993986,-50982.4565435352,-50982.4565435352,-50982.4565435352,2267513.200726268,2267513.200726268,2267513.200726268,-188030.5713180714,-188030.5713180714,-188030.5713180714,-8.890164469650538,-8.890164469650538,-8.890164469650538,-3842.7939625753665,-3842.7939625753665,-3842.7939625753665,-97.10200091607096,-97.10200091607096,-97.10200091607096,-936.3051857277205,-936.3051857277205,-936.3051857277205,-79.48351994866603,-79.48351994866603,-79.48351994866603,0.0,0.0,0.0,2317488.5838516555
,,2024-09-23,32891.21167883212,4.642335766423358,6590.963503649635,40554.31386861314,23358346.277372263,1136.3868613138686,1.1240875912408759,479.56204379562047,0,2024-09-23,101982.23710495718,2074430.6372105877,2081360.5164494643,101951.65361108579,102001.55603904613,-537.8984869372563,-537.8984869372563,-537.8984869372563,3.2767418343259793,3.2767418343259793,3.2767418343259793,2204704.091813268,2204704.091813268,2204704.091813268,1976093.7404842654,1976093.7404842654,1976093.7404842654,-9629.266292954688,-9629.266292954688,-9629.266292954688,-50982.4565435352,-50982.4565435352,-50982.4565435352,2026656.0536785708,2026656.0536785708,2026656.0536785708,-166640.97698120773,-166640.97698120773,-166640.97698120773,-1.2848889237677001,-1.2848889237677001,-1.2848889237677001,-1158.1609250534366,-1158.1609250534366,-1158.1609250534366,-83.72730145487813,-83.72730145487813,-83.72730145487813,617.4124348072471,617.4124348072471,617.4124348072471,-197.26908557764324,-197.26908557764324,-197.26908557764324,0.0,0.0,0.0,2078075.9775892226
,,2024-09-24,24898.116788321167,3.591240875912409,5002.540145985402,26946.569343065694,23358361.13868613,1136.3868613138686,0.5620437956204379,140.14598540145985,1,2024-09-24,101990.8458353155,2065829.7201896263,2072307.588967623,101958.80857139359,102011.48023255818,-1318.764484128195,-1318.764484128195,-1318.764484128195,-147.23607680347516,-147.23607680347516,-147.23607680347516,2204704.091813268,2204704.091813268,2204704.091813268,1967100.31857227,1967100.31857227,1967100.31857227,-15746.401825790834,-15746.401825790834,-15746.401825790834,-50982.4565435352,-50982.4565435352,-50982.4565435352,2018145.1714323377,2018145.1714323377,2018145.1714323377,-166640.84089436938,-166640.84089436938,-166640.84089436938,-8.455313471559272,-8.455313471559272,-8.455313471559272,-2553.619376859243,-2553.619376859243,-2553.619376859243,-143.6024095078926,-143.6024095078926,-143.6024095078926,254.73836915147555,254.73836915147555,254.73836915147555,-317.1346856838492,-317.1346856838492,-317.1346856838492,0.0,0.0,0.0,2069091.1644075855
,,2024-09-25,26412.189781021898,4.094890510948905,4794.618,29798.350364963506,23358372.715328466,1136.3868613138686,1.0145985401459854,153.04131386861314,2,2024-09-25,101999.45456567382,2066832.6221462416,2073442.5519365908,101964.63449625608,102021.88775797059,-1420.9786281594936,-1420.9786281594936,-1420.9786281594936,-75.1153512061955,-75.1153512061955,-75.1153512061955,2204704.091813268,2204704.091813268,2204704.091813268,1968383.0509189055,1968383.0509189055,1968383.0509189055,-14587.67797353776,-14587.67797353776,-14587.67797353776,-50982.4565435352,-50982.4565435352,-50982.4565435352,2019614.8382677417,2019614.8382677417,2019614.8382677417,-166640.73488566326,-166640.73488566326,-166640.73488566326,-8.182889767653863,-8.182889767653863,-8.182889767653863,-2261.1725336490813,-2261.1725336490813,-2261.1725336490813,-95.39128354312768,-95.39128354312768,-95.39128354312768,187.51890520356682,187.51890520356682,187.51890520356682,-436.8497105044925,-436.8497105044925,-436.8497105044925,0.0,0.0,0.0,2070382.5054845794
,,2024-09-26,15540.576642335767,1.2846715328467155,2512.569635036497,17871.299270072992,23358385.10948905,1136.3868613138686,1.0145985401459854,229.5620802919708,3,2024-09-26,102008.06329603214,2055745.2470321576,2062787.2405968204,101971.67127011802,102032.44130382552,-2542.829401473202,-2542.829401473202,-2542.829401473202,-477.5280954808721,-477.5280954808721,-477.5280954808721,2204704.091813268,2204704.091813268,2204704.091813268,1957231.189533487,1957231.189533487,1957231.189533487,-22907.750728942527,-22907.750728942527,-22907.750728942527,-50982.4565435352,-50982.4565435352,-50982.4565435352,2008549.1267637578,2008549.1267637578,2008549.1267637578,-166640.62139084426,-166640.62139084426,-166640.62139084426,-6.5663298895685305,-6.5663298895685305,-6.5663298895685305,-3484.2778193367603,-3484.2778193367603,-3484.2778193367603,-95.39128354312768,-95.39128354312768,-95.39128354312768,218.70342790569094,218.70342790569094,218.70342790569094,-554.1841146413899,-554.1841146413899,-554.1841146413899,0.0,0.0,0.0,2059239.252829519
,,2024-09-27,18383.854014598543,1.175182481751825,2473.1094890510944,24993.09489051095,23358393.408759125,1136.3868613138686,1.4744525547445255,61.31386861313869,4,2024-09-27,102016.67202639044,2058120.1718190126,2065068.422460268,101978.37151419267,102042.0506489488,-2562.227936564944,-2562.227936564944,-2562.227936564944,-493.2065140889764,-493.2065140889764,-493.2065140889764,2204704.091813268,2204704.091813268,2204704.091813268,1959736.9844641085,1959736.9844641085,1959736.9844641085,-20731.783436945847,-20731.783436945847,-20731.783436945847,-50982.4565435352,-50982.4565435352,-50982.4565435352,2011465.8593500042,2011465.8593500042,2011465.8593500042,-166640.5453934301,-166640.5453934301,-166640.5453934301,-10.12070239878828,-10.12070239878828,-10.12070239878828,-2753.945921062538,-2753.945921062538,-2753.945921062538,-46.40255877247949,-46.40255877247949,-46.40255877247949,-79.45642856842522,-79.45642856842522,-79.45642856842522,-666.961913792174,-666.961913792174,-666.961913792174,0.0,0.0,0.0,2061753.656490499
,,2024-09-28,12054.744525547445,2.0496350364963507,2222.9014565693433,21887.3299270073,21022564.322627738,1022.7481751824818,0.8145985401459853,122.51821532846716,5,2024-09-28,102025.28075674876,2314400.6670325967,2321449.9000146547,101984.31696852234,102052.50344476769,-2685.229744518932,-2685.229744518932,-2685.229744518932,-367.98821080558344,-367.98821080558344,-367.98821080558344,2487672.3399308263,2487672.3399308263,2487672.3399308263,2215797.4964761185,2215797.4964761185,2215797.4964761185,-25575.46677575455,-25575.46677575455,-25575.46677575455,-50982.4565435352,-50982.4565435352,-50982.4565435352,2267815.6782233547,2267815.6782233547,2267815.6782233547,-188030.01324840562,-188030.01324840562,-188030.01324840562,-8.827713633921146,-8.827713633921146,-8.827713633921146,-3072.438523529233,-3072.438523529233,-3072.438523529233,-116.69749082433026,-116.69749082433026,-116.69749082433026,-262.6115227755944,-262.6115227755944,-262.6115227755944,-773.1136809255402,-773.1136809255402,-773.1136809255402,0.0,0.0,0.0,2317822.777232867
,,2024-09-29,12874.348905109491,4.473722627737227,2502.972262773723,14496.687591240876,21022571.325547446,1022.7481751824818,0.9131386861313868,0.0,6,2024-09-29,102033.88948710708,2314210.3988120807,2320812.6178110843,101991.36785283365,102063.07312573992,-2547.5474520018747,-2547.5474520018747,-2547.5474520018747,-20.868022822154522,-20.868022822154522,-20.868022822154522,2487672.3399308263,2487672.3399308263,2487672.3399308263,2215388.3092351435,2215388.3092351435,2215388.3092351435,-24948.221491948512,-24948.221491948512,-24948.221491948512,-50982.4565435352,-50982.4565435352,-50982.4565435352,2268177.79758908,2268177.79758908,2268177.79758908,-188029.94912182767,-188029.94912182767,-188029.94912182767,-11.416004897744177,-11.416004897744177,-11.416004897744177,-3830.3403413034134,-3830.3403413034134,-3830.3403413034134,-106.19990694490563,-106.19990694490563,-106.19990694490563,-936.3051857272961,-936.3051857272961,-936.3051857272961,-870.7266246739597,-870.7266246739597,-870.7266246739597,0.0,0.0,0.0,2317422.1987222508
,,2024-09-30,24246.291970802922,2.781021897810219,4580.004817518248,25483.051094890514,23358419.87591241,1136.3868613138686,1.0145985401459854,175.18248175182484,0,2024-09-30,102042.4982174654,2064812.2354917426,2071347.2778163105,101997.09826365787,102073.32093284986,-1526.4820734093578,-1526.4820734093578,-1526.4820734093578,-263.2563745034469,-263.2563745034469,-263.2563745034469,2204704.091813268,2204704.091813268,2204704.091813268,1965898.86244427,1965898.86244427,1965898.86244427,-16245.24499067792,-16245.24499067792,-16245.24499067792,-50982.4565435352,-50982.4565435352,-50982.4565435352,2017221.9974406275,2017221.9974406275,2017221.9974406275,-166640.30303052446,-166640.30303052446,-166640.30303052446,-7.715140615013043,-7.715140615013043,-7.715140615013043,-2703.701479367404,-2703.701479367404,-2703.701479367404,-95.39128354312768,-95.39128354312768,-95.39128354312768,617.4124348085381,617.4124348085381,617.4124348085381,-958.0908876308906,-958.0908876308906,-958.0908876308906,0.0,0.0,0.0,2067941.3606617353
,,2024-10-01,25488.737226277375,3.1094890510948905,4554.423357664234,27846.058394160584,23358430.270072997,1136.3868613138686,2.240875912408759,254.014598540146,1,2024-10-01,102051.1069478237,2065437.5777500665,2072161.7775856263,102003.72627051926,102083.11396155591,-1539.0578719596128,-1539.0578719596128,-1539.0578719596128,-216.22111867913404,-216.22111867913404,-216.22111867913404,2204704.091813268,2204704.091813268,2204704.091813268,1966820.565224831,1966820.565224831,1966820.565224831,-15294.398525826227,-15294.398525826227,-15294.398525826227,-50982.4565435352,-50982.4565435352,-50982.4565435352,2018582.0241952976,2018582.0241952976,2018582.0241952976,-166640.2078499459,-166640.2078499459,-166640.2078499459,-6.049751687784034,-6.049751687784034,-6.049751687784034,-2461.377815717305,-2461.377815717305,-2461.377815717305,35.24531584526755,35.24531584526755,35.24531584526755,254.7383691516693,254.7383691516693,254.7383691516693,-1033.7407960832877,-1033.7407960832877,-1033.7407960832877,0.0,0.0,0.0,2068871.6721726547
,,2024-10-02,21422.0,3.656934306569343,3319.1970510948904,24459.598540145984,23358443.430656936,1136.3868613138686,0.8905109489051095,272.99299270073,2,2024-10-02,102059.71567818202,2061403.9005864959,2067834.6943050763,102010.53627197172,102092.99919746672,-2146.2928493236514,-2146.2928493236514,-2146.2928493236514,-137.82902563861262,-137.82902563861262,-137.82902563861262,2204704.091813268,2204704.091813268,2204704.091813268,1962558.8576963972,1962558.8576963972,1962558.8576963972,-18406.682707401684,-18406.682707401684,-18406.682707401684,-50982.4565435352,-50982.4565435352,-50982.4565435352,2014450.2852578731,2014450.2852578731,2014450.2852578731,-166640.08733689605,-166640.08733689605,-166640.08733689605,-5.648818555714357,-5.648818555714357,-5.648818555714357,-2808.6553543361174,-2808.6553543361174,-2808.6553543361174,-108.61046324314387,-108.61046324314387,-108.61046324314387,187.5189052028293,187.5189052028293,187.5189052028293,-1096.4899231434674,-1096.4899231434674,-1096.4899231434674,0.0,0.0,0.0,2064618.5733745792
,,2024-10-03,24621.57664233577,3.1094890510948905,3601.109489051095,24042.934306569343,23358454.11678832,1136.3868613138686,1.1240875912408759,219.4160583941606,3,2024-10-03,102068.32440854034,2063663.0425907464,2070604.4641296824,102016.9221570309,102102.57126280367,-2007.705214029174,-2007.705214029174,-2007.705214029174,-216.22111867913404,-216.22111867913404,-216.22111867913404,2204704.091813268,2204704.091813268,2204704.091813268,1965031.033436434,1965031.033436434,1965031.033436434,-15958.038691915266,-15958.038691915266,-15958.038691915266,-50982.4565435352,-50982.4565435352,-50982.4565435352,2016940.2455428487,2016940.2455428487,2016940.2455428487,-166639.98948270583,-166639.98948270583,-166639.98948270583,-6.7806723836234335,-6.7806723836234335,-6.7806723836234335,-2851.3837892518454,-2851.3837892518454,-2851.3837892518454,-83.72730145487813,-83.72730145487813,-83.72730145487813,218.70342790390546,218.70342790390546,218.70342790390546,-1145.4589907831337,-1145.4589907831337,-1145.4589907831337,0.0,0.0,0.0,2067099.3578449744
,,2024-10-04,15570.394160583943,2.014598540145985,2216.875912408759,16683.19708029197,23358322.489051096,1136.3868613138686,0.8686131386861314,74.45255474452556,4,2024-10-04,102076.93313889865,2054847.7232930362,2061725.613869565,102023.89786758326,102113.4743384807,-2688.191890930888,-2688.191890930888,-2688.191890930888,-373.00530476017695,-373.00530476017695,-373.00530476017695,2204704.091813268,2204704.091813268,2204704.091813268,1956147.8569746243,1956147.8569746243,1956147.8569746243,-22884.93130757003,-22884.93130757003,-22884.93130757003,-50982.4565435352,-50982.4565435352,-50982.4565435352,2008389.8657752266,2008389.8657752266,2008389.8657752266,-166641.1948137255,-166641.1948137255,-166641.1948137255,-9.843137577583445,-9.843137577583445,-9.843137577583445,-3606.1163238167833,-3606.1163238167833,-3606.1163238167833,-110.94325966079379,-110.94325966079379,-110.94325966079379,-79.45642856734008,-79.45642856734008,-79.45642856734008,-1180.0958284996207,-1180.0958284996207,-1180.0958284996207,0.0,0.0,0.0,2058224.790113523
