Detail,Value,ds,amount_paid,Number_of_Months,Coupon_Discount,payable_amount,id,Transaction_Year,transaction_type_id,magazine_fee_paid,day_of_week,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Coupon_Discount,Coupon_Discount_lower,Coupon_Discount_upper,Number_of_Months,Number_of_Months_lower,Number_of_Months_upper,Transaction_Year,Transaction_Year_lower,Transaction_Year_upper,additive_terms,additive_terms_lower,additive_terms_upper,amount_paid,amount_paid_lower,amount_paid_upper,daily,daily_lower,daily_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,id,id_lower,id_upper,magazine_fee_paid,magazine_fee_paid_lower,magazine_fee_paid_upper,payable_amount,payable_amount_lower,payable_amount_upper,transaction_type_id,transaction_type_id_lower,transaction_type_id_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
,,2024-10-05,15869.837956204381,3.6262773722627735,2898.499270072993,15392.831386861315,21022626.889051095,1022.7481751824818,0.8014598540145986,59.12408759124088,5,2024-10-05,102085.54186925697,2316853.1195205627,2323818.7884857976,102030.81273252069,102123.9059154183,-2353.1071036649805,-2353.1071036649805,-2353.1071036649805,-142.21898284888184,-142.21898284888184,-142.21898284888184,2487672.3399308263,2487672.3399308263,2487672.3399308263,2218179.8464507265,2218179.8464507265,2218179.8464507265,-22655.766221033693,-22655.766221033693,-22655.766221033693,-50982.4565435352,-50982.4565435352,-50982.4565435352,2270625.10133902,2270625.10133902,2270625.10133902,-188029.44032014254,-188029.44032014254,-188029.44032014254,-10.16696320232242,-10.16696320232242,-10.16696320232242,-3738.4418322386587,-3738.4418322386587,-3738.4418322386587,-118.09716867492018,-118.09716867492018,-118.09716867492018,-262.61152277703457,-262.61152277703457,-262.61152277703457,-1200.186821981706,-1200.186821981706,-1200.186821981706,0.0,0.0,0.0,2320265.3883199836
,,2024-10-06,16346.417518248176,1.8131386861313867,2465.251094890511,21026.15474452555,21022633.786861315,1022.7481751824818,0.8014598540145986,208.9051094890511,6,2024-10-06,102094.1505996153,2316584.655207297,2323497.883384639,102036.75539866362,102134.603334247,-2566.0911086612964,-2566.0911086612964,-2566.0911086612964,-401.85359499908884,-401.85359499908884,-401.85359499908884,2487672.3399308263,2487672.3399308263,2487672.3399308263,2217973.507200069,2217973.507200069,2217973.507200069,-22291.038688940644,-22291.038688940644,-22291.038688940644,-50982.4565435352,-50982.4565435352,-50982.4565435352,2271098.1284474563,2271098.1284474563,2271098.1284474563,-188029.37715606482,-188029.37715606482,-188029.37715606482,-7.002724240587301,-7.002724240587301,-7.002724240587301,-3160.751041788479,-3160.751041788479,-3160.751041788479,-118.09716867492018,-118.09716867492018,-118.09716867492018,-936.3051857266844,-936.3051857266844,-936.3051857266844,-1205.8595181256135,-1205.8595181256135,-1205.8595181256135,0.0,0.0,0.0,2320067.657799684
,,2024-10-07,25548.912408759126,2.014598540145985,4825.678832116789,27488.218978102188,23355939.503649637,1136.3868613138686,1.0145985401459854,137.95620437956205,0,2024-10-07,102102.7593299736,2065614.8810036844,2072366.6980661147,102043.27756802598,102146.70989443964,-1405.7091802963482,-1405.7091802963482,-1405.7091802963482,-373.00530476017695,-373.00530476017695,-373.00530476017695,2204704.091813268,2204704.091813268,2204704.091813268,1966849.4278257291,1966849.4278257291,1966849.4278257291,-15248.346308006192,-15248.346308006192,-15248.346308006192,-50982.4565435352,-50982.4565435352,-50982.4565435352,2018412.048231077,2018412.048231077,2018412.048231077,-166663.01609763107,-166663.01609763107,-166663.01609763107,-8.50157427509341,-8.50157427509341,-8.50157427509341,-2498.073833679022,-2498.073833679022,-2498.073833679022,-95.39128354312768,-95.39128354312768,-95.39128354312768,617.4124348079351,617.4124348079351,617.4124348079351,-1197.5762966208388,-1197.5762966208388,-1197.5762966208388,0.0,0.0,0.0,2068952.1871557026
,,2024-10-08,25087.4598540146,3.591240875912409,4134.671532846715,23672.773722627735,23358503.52554745,1136.3868613138686,1.1240875912408759,648.1751824817519,1,2024-10-08,102111.36806033191,2064615.9806567808,2071070.6867150294,102049.82824555859,102158.3748942946,-1745.4070959730595,-1745.4070959730595,-1745.4070959730595,-147.23607680347516,-147.23607680347516,-147.23607680347516,2204704.091813268,2204704.091813268,2204704.091813268,1965695.7836184923,1965695.7836184923,1965695.7836184923,-15601.497103538075,-15601.497103538075,-15601.497103538075,-50982.4565435352,-50982.4565435352,-50982.4565435352,2017599.6210589707,2017599.6210589707,2017599.6210589707,-166639.53704075646,-166639.53704075646,-166639.53704075646,2.2771929483610167,2.2771929483610167,2.2771929483610167,-2889.3433287197504,-2889.3433287197504,-2889.3433287197504,-83.72730145487813,-83.72730145487813,-83.72730145487813,254.73836915186305,254.73836915186305,254.73836915186305,-1176.1192660950726,-1176.1192660950726,-1176.1192660950726,0.0,0.0,0.0,2067807.1516788243
,,2024-10-09,25341.167883211678,1.5109489051094893,4277.036496350365,27756.328467153286,23358514.86861314,1136.3868613138686,3.664233576642336,94.16058394160585,2,2024-10-09,102119.97679069023,2064847.6925367867,2071732.6324856402,102056.41474425961,102168.43980472448,-1675.4207421115796,-1675.4207421115796,-1675.4207421115796,-445.12603035745656,-445.12603035745656,-445.12603035745656,2204704.091813268,2204704.091813268,2204704.091813268,1966306.1445072654,1966306.1445072654,1966306.1445072654,-15407.333713558844,-15407.333713558844,-15407.333713558844,-50982.4565435352,-50982.4565435352,-50982.4565435352,2018243.6489330668,2018243.6489330668,2018243.6489330668,-166639.4331709398,-166639.4331709398,-166639.4331709398,-9.426790345776192,-9.426790345776192,-9.426790345776192,-2470.5795158805595,-2470.5795158805595,-2470.5795158805595,186.87708299251204,186.87708299251204,186.87708299251204,187.51890520306273,187.51890520306273,187.51890520306273,-1142.5667874689657,-1142.5667874689657,-1142.5667874689657,0.0,0.0,0.0,2068426.1212979557
,,2024-10-10,23850.569343065697,2.6715328467153285,4596.846715328466,29591.240875912405,23358527.211678833,1136.3868613138686,1.1240875912408759,413.86861313868616,3,2024-10-10,102128.58552104855,2064343.705823074,2070969.7687450433,102063.42631198403,102180.82985418034,-1518.2026274639754,-1518.2026274639754,-1518.2026274639754,-278.93479311155113,-278.93479311155113,-278.93479311155113,2204704.091813268,2204704.091813268,2204704.091813268,1965488.7149763405,1965488.7149763405,1965488.7149763405,-16548.092508496382,-16548.092508496382,-16548.092508496382,-50982.4565435352,-50982.4565435352,-50982.4565435352,2017350.7303536613,2017350.7303536613,2017350.7303536613,-166639.32014400282,-166639.32014400282,-166639.32014400282,-2.672713029791875,-2.672713029791875,-2.672713029791875,-2282.411372047535,-2282.411372047535,-2282.411372047535,-83.72730145487813,-83.72730145487813,-83.72730145487813,218.7034279046689,218.7034279046689,218.7034279046689,-1098.2622616902067,-1098.2622616902067,-1098.2622616902067,0.0,0.0,0.0,2067617.3004973892
,,2024-10-11,17436.671532846718,1.905109489051095,2815.6791240875914,23346.63503649635,23358538.459854018,1136.3868613138686,1.0364963503649636,26.277372262773724,4,2024-10-11,102137.19425140687,2057613.5904655368,2064354.7492113789,102070.10042664429,102191.8025069425,-2393.821334899586,-2393.821334899586,-2393.821334899586,-388.68372336828116,-388.68372336828116,-388.68372336828116,2204704.091813268,2204704.091813268,2204704.091813268,1958692.3082054676,1958692.3082054676,1958692.3082054676,-21456.664561788042,-21456.664561788042,-21456.664561788042,-50982.4565435352,-50982.4565435352,-50982.4565435352,2010798.9972142044,2010798.9972142044,2010798.9972142044,-166639.2171431099,-166639.2171431099,-166639.2171431099,-10.860875255334507,-10.860875255334507,-10.860875255334507,-2922.7884735171447,-2922.7884735171447,-2922.7884735171447,-93.05848712547777,-93.05848712547777,-93.05848712547777,-79.45642856604505,-79.45642856604505,-79.45642856604505,-1044.7760366352854,-1044.7760366352854,-1044.7760366352854,0.0,0.0,0.0,2060829.5024568746
,,2024-10-12,18583.318248175183,2.7,3090.547445255475,22580.796350364966,21022693.239416063,1022.7481751824818,1.0116788321167882,331.0948905109489,5,2024-10-12,102145.80298176517,2320166.2715908084,2326664.5479371054,102076.40183159719,102202.82022536625,-2258.6965744449303,-2258.6965744449303,-2258.6965744449303,-274.8584042734441,-274.8584042734441,-274.8584042734441,2487672.3399308263,2487672.3399308263,2487672.3399308263,2221200.4416631176,2221200.4416631176,2221200.4416631176,-20579.132959570667,-20579.132959570667,-20579.132959570667,-50982.4565435352,-50982.4565435352,-50982.4565435352,2273429.3712117816,2273429.3712117816,2273429.3712117816,-188028.83274187104,-188028.83274187104,-188028.83274187104,-4.421371403382335,-4.421371403382335,-4.421371403382335,-3001.324344415919,-3001.324344415919,-3001.324344415919,-95.70232306548102,-95.70232306548102,-95.70232306548102,-262.611522773438,-262.611522773438,-262.611522773438,-983.8614823555313,-983.8614823555313,-983.8614823555313,0.0,0.0,0.0,2323346.2446448826
,,2024-10-13,13552.659854014599,1.5175182481751825,2161.235036496351,21403.826277372264,21022702.5810219,1022.7481751824818,0.9131386861313868,0.0,6,2024-10-13,102154.41171212349,2314984.8674818883,2321592.446241124,102083.16070219986,102213.87924996034,-2715.5448430543133,-2715.5448430543133,-2715.5448430543133,-444.18532524097037,-444.18532524097037,-444.18532524097037,2487672.3399308263,2487672.3399308263,2487672.3399308263,2215978.9487848217,2215978.9487848217,2215978.9487848217,-24429.108424395024,-24429.108424395024,-24429.108424395024,-50982.4565435352,-50982.4565435352,-50982.4565435352,2268815.116963427,2268815.116963427,2268815.116963427,-188028.74719966293,-188028.74719966293,-188028.74719966293,-11.416004897744177,-11.416004897744177,-11.416004897744177,-3122.0212632033536,-3122.0212632033536,-3122.0212632033536,-106.19990694490563,-106.19990694490563,-106.19990694490563,-936.3051857262599,-936.3051857262599,-936.3051857262599,-917.4064493439621,-917.4064493439621,-917.4064493439621,0.0,0.0,0.0,2318133.360496945
,,2024-10-14,20800.16788321168,1.8394160583941608,2807.459854014599,27116.1897810219,23358566.416058395,1136.3868613138686,1.0802919708029197,83.21167883211679,0,2024-10-14,102163.02044248181,2061430.8021777493,2068120.5325061867,102089.45415366754,102225.87997150654,-2397.8619129298454,-2397.8619129298454,-2397.8619129298454,-398.0907745331437,-398.0907745331437,-398.0907745331437,2204704.091813268,2204704.091813268,2204704.091813268,1962539.9040468608,1962539.9040468608,1962539.9040468608,-18882.572383324372,-18882.572383324372,-18882.572383324372,-50982.4565435352,-50982.4565435352,-50982.4565435352,2013752.3296117813,2013752.3296117813,2013752.3296117813,-166638.96114478435,-166638.96114478435,-166638.96114478435,-9.658094363446889,-9.658094363446889,-9.658094363446889,-2536.2249972616087,-2536.2249972616087,-2536.2249972616087,-88.39289429017794,-88.39289429017794,-88.39289429017794,617.4124348092262,617.4124348092262,617.4124348092262,-847.3814561944769,-847.3814561944769,-847.3814561944769,0.0,0.0,0.0,2064702.9244893426
,,2024-10-15,25451.737226277375,3.1094890510948905,5162.800072992701,31238.102189781024,23358576.591240875,1136.3868613138686,0.7956204379562044,8.75912408759124,1,2024-10-15,102171.62917284013,2066376.8959871924,2073233.0185858153,102094.82917650856,102237.4609405504,-1239.980999165898,-1239.980999165898,-1239.980999165898,-216.22111867913404,-216.22111867913404,-216.22111867913404,2204704.091813268,2204704.091813268,2204704.091813268,1967539.3249264052,1967539.3249264052,1967539.3249264052,-15322.714718466908,-15322.714718466908,-15322.714718466908,-50982.4565435352,-50982.4565435352,-50982.4565435352,2019042.829147789,2019042.829147789,2019042.829147789,-166638.86796941466,-166638.86796941466,-166638.86796941466,-11.230961683607621,-11.230961683607621,-11.230961683607621,-2113.5276503495393,-2113.5276503495393,-2113.5276503495393,-118.71924771962684,-118.71924771962684,-118.71924771962684,254.73836915336395,254.73836915336395,254.73836915336395,-775.7860470018255,-775.7860470018255,-775.7860470018255,0.0,0.0,0.0,2069710.9540992454
,,2024-10-16,20057.912408759126,1.686131386861314,3090.944087591241,23379.77372262774,23358588.02189781,1136.3868613138686,1.1240875912408759,0.0,2,2024-10-16,102180.23790319843,2060236.187619863,2066982.4085107269,102100.4438461595,102249.09364357757,-2258.5015858031743,-2258.5015858031743,-2258.5015858031743,-420.0405605844897,-420.0405605844897,-420.0405605844897,2204704.091813268,2204704.091813268,2204704.091813268,1961422.098116457,1961422.098116457,1961422.098116457,-19450.62235638376,-19450.62235638376,-19450.62235638376,-50982.4565435352,-50982.4565435352,-50982.4565435352,2012921.6305670214,2012921.6305670214,2012921.6305670214,-166638.7632975144,-166638.7632975144,-166638.7632975144,-11.416004897744177,-11.416004897744177,-11.416004897744177,-2919.39013960832,-2919.39013960832,-2919.39013960832,-83.72730145487813,-83.72730145487813,-83.72730145487813,187.51890520232521,187.51890520232521,187.51890520232521,-704.5948122316364,-704.5948122316364,-704.5948122316364,0.0,0.0,0.0,2063602.3360196555
,,2024-10-17,22387.562043795624,2.014598540145985,3735.1970802919714,24909.291970802922,23358599.9270073,1136.3868613138686,0.7810218978102189,74.45255474452556,3,2024-10-17,102188.84663355675,2062327.680695005,2069452.2205997403,102106.739820404,102260.27495444157,-1941.7880011274415,-1941.7880011274415,-1941.7880011274415,-373.00530476017695,-373.00530476017695,-373.00530476017695,2204704.091813268,2204704.091813268,2204704.091813268,1963790.793478794,1963790.793478794,1963790.793478794,-17667.735657708577,-17667.735657708577,-17667.735657708577,-50982.4565435352,-50982.4565435352,-50982.4565435352,2015190.2511722809,2015190.2511722809,2015190.2511722809,-166638.6542809951,-166638.6542809951,-166638.6542809951,-9.843137577583445,-9.843137577583445,-9.843137577583445,-2762.539813487034,-2762.539813487034,-2762.539813487034,-120.2744453313935,-120.2744453313935,-120.2744453313935,218.7034279028834,218.7034279028834,218.7034279028834,-635.7045778546034,-635.7045778546034,-635.7045778546034,0.0,0.0,0.0,2065979.6401123507
,,2024-10-18,23767.58394160584,1.686131386861314,4016.7010189781026,30399.642335766424,23358611.204379562,1136.3868613138686,1.1240875912408759,86.86138686131386,4,2024-10-18,102197.45536391507,2063983.617260493,2070923.143849632,102112.52144989703,102270.33102189099,-1803.401183321789,-1803.401183321789,-1803.401183321789,-420.0405605844897,-420.0405605844897,-420.0405605844897,2204704.091813268,2204704.091813268,2204704.091813268,1965304.8813738138,1965304.8813738138,1965304.8813738138,-16611.601444012635,-16611.601444012635,-16611.601444012635,-50982.4565435352,-50982.4565435352,-50982.4565435352,2016937.6785817067,2016937.6785817067,2016937.6785817067,-166638.55101274105,-166638.55101274105,-166638.55101274105,-9.58099148219654,-9.58099148219654,-9.58099148219654,-2199.5107379646756,-2199.5107379646756,-2199.5107379646756,-83.72730145487813,-83.72730145487813,-83.72730145487813,-79.45642856900506,-79.45642856900506,-79.45642856900506,-570.8842357887341,-570.8842357887341,-570.8842357887341,0.0,0.0,0.0,2067502.336737729
,,2024-10-19,17368.370802919708,1.5175182481751825,2363.662773722628,20192.518248175184,21022761.82992701,1022.7481751824818,1.6686131386861316,13.13868613138686,5,2024-10-19,102206.06409427337,2318957.754441759,2325787.3901032275,102119.5815128198,102281.00910692918,-2616.031740249818,-2616.031740249818,-2616.031740249818,-444.18532524097037,-444.18532524097037,-444.18532524097037,2487672.3399308263,2487672.3399308263,2487672.3399308263,2220035.0898821894,2220035.0898821894,2220035.0898821894,-21508.9352814127,-21508.9352814127,-21508.9352814127,-50982.4565435352,-50982.4565435352,-50982.4565435352,2271791.8865633393,2271791.8865633393,2271791.8865633393,-188028.20465031345,-188028.20465031345,-188028.20465031345,-11.138440076539343,-11.138440076539343,-11.138440076539343,-3246.239499657591,-3246.239499657591,-3246.239499657591,-25.718430535983543,-25.718430535983543,-25.718430535983543,-262.61152277230906,-262.61152277230906,-262.61152277230906,-511.7286148422269,-511.7286148422269,-511.7286148422269,0.0,0.0,0.0,2322241.153976463
,,2024-10-20,16239.021897810222,1.9116788321167881,2743.5153284671533,20958.378832116792,21022770.90218978,1022.7481751824818,0.8802919708029198,102.744499270073,6,2024-10-20,102214.67282463169,2317742.5557359518,2324320.742585532,102126.05990414457,102291.43154339626,-2429.2969239208273,-2429.2969239208273,-2429.2969239208273,-387.743018251795,-387.743018251795,-387.743018251795,2487672.3399308263,2487672.3399308263,2487672.3399308263,2218788.924248072,2218788.924248072,2218788.924248072,-22373.2288261592,-22373.2288261592,-22373.2288261592,-50982.4565435352,-50982.4565435352,-50982.4565435352,2271167.3036546963,2271167.3036546963,2271167.3036546963,-188028.1215745122,-188028.1215745122,-188028.1215745122,-9.24544855105201,-9.24544855105201,-9.24544855105201,-3167.701383163722,-3167.701383163722,-3167.701383163722,-109.6991015713805,-109.6991015713805,-109.6991015713805,-936.305185728408,-936.305185728408,-936.305185728408,-459.6176773612896,-459.6176773612896,-459.6176773612896,0.0,0.0,0.0,2321003.5970727038
,,2024-10-21,23449.9197080292,1.686131386861314,3910.1605839416065,28278.4598540146,23358643.671532847,1136.3868613138686,0.9051094890510948,315.62040875912413,0,2024-10-21,102223.28155499003,2064288.9768349938,2071159.5201832978,102133.28882536716,102301.67600112088,-1855.7762649676959,-1855.7762649676959,-1855.7762649676959,-420.0405605844897,-420.0405605844897,-420.0405605844897,2204704.091813268,2204704.091813268,2204704.091813268,1965625.7452250065,1965625.7452250065,1965625.7452250065,-16854.71067733723,-16854.71067733723,-16854.71067733723,-50982.4565435352,-50982.4565435352,-50982.4565435352,2016406.4715094746,2016406.4715094746,2016406.4715094746,-166638.25370711382,-166638.25370711382,-166638.25370711382,-4.748281698500966,-4.748281698500966,-4.748281698500966,-2417.035546460734,-2417.035546460734,-2417.035546460734,-107.05526563137727,-107.05526563137727,-107.05526563137727,617.4124348095702,617.4124348095702,617.4124348095702,-415.6821757424432,-415.6821757424432,-415.6821757424432,0.0,0.0,0.0,2067849.0267799965
,,2024-10-22,22888.109489051098,2.781021897810219,4456.175182481753,32325.131386861318,23358655.518248174,1136.3868613138686,0.8175182481751825,306.56934306569343,1,2024-10-22,102231.89028534833,2064659.3108212964,2070943.7127678902,102140.53343402769,102311.67489912514,-1587.3564939333367,-1587.3564939333367,-1587.3564939333367,-263.2563745034469,-263.2563745034469,-263.2563745034469,2204704.091813268,2204704.091813268,2204704.091813268,1965698.7933734665,1965698.7933734665,1965698.7933734665,-17284.6654445828,-17284.6654445828,-17284.6654445828,-50982.4565435352,-50982.4565435352,-50982.4565435352,2016807.2882669352,2016807.2882669352,2016807.2882669352,-166638.14522531687,-166638.14522531687,-166638.14522531687,-4.939492402964694,-4.939492402964694,-4.939492402964694,-2002.0540642914307,-2002.0540642914307,-2002.0540642914307,-116.3864513019769,-116.3864513019769,-116.3864513019769,254.7383691535577,254.7383691535577,254.7383691535577,-380.7767190870863,-380.7767190870863,-380.7767190870863,0.0,0.0,0.0,2067930.6836588148
,,2024-10-23,21627.94890510949,2.6715328467153285,4105.357700729927,26280.02189781022,23358666.525547445,1136.3868613138686,1.0145985401459854,100.72992700729928,2,2024-10-23,102240.49901570663,2062750.3612532371,2069609.1608495712,102147.29067653022,102321.77150095628,-1759.8177218536957,-1759.8177218536957,-1759.8177218536957,-278.93479311155113,-278.93479311155113,-278.93479311155113,2204704.091813268,2204704.091813268,2204704.091813268,1963901.1744090633,1963901.1744090633,1963901.1744090633,-18249.06949466608,-18249.06949466608,-18249.06949466608,-50982.4565435352,-50982.4565435352,-50982.4565435352,2015051.5730360814,2015051.5730360814,2015051.5730360814,-166638.04443015365,-166638.04443015365,-166638.04443015365,-9.288007935173775,-9.288007935173775,-9.288007935173775,-2621.97304592358,-2621.97304592358,-2621.97304592358,-95.39128354312768,-95.39128354312768,-95.39128354312768,187.51890520405306,187.51890520405306,187.51890520405306,-355.4609886868602,-355.4609886868602,-355.4609886868602,0.0,0.0,0.0,2066141.67342477
,,2024-10-24,16162.07299270073,2.277372262773723,2963.1824817518245,18755.12408759124,23358679.036496352,1136.3868613138686,0.759124087591241,159.12411678832117,3,2024-10-24,102249.10774606495,2057185.962307007,2064171.5942960533,102154.41476586806,102332.838516918,-2321.3089559322652,-2321.3089559322652,-2321.3089559322652,-335.3771001007265,-335.3771001007265,-335.3771001007265,2204704.091813268,2204704.091813268,2204704.091813268,1958349.3109172015,1958349.3109172015,1958349.3109172015,-22432.118015904325,-22432.118015904325,-22432.118015904325,-50982.4565435352,-50982.4565435352,-50982.4565435352,2009453.0536405824,2009453.0536405824,2009453.0536405824,-166637.9298658899,-166637.9298658899,-166637.9298658899,-8.054385890786017,-8.054385890786017,-8.054385890786017,-3393.642607218686,-3393.642607218686,-3393.642607218686,-122.60724174904334,-122.60724174904334,-122.60724174904334,218.70342790364685,218.70342790364685,218.70342790364685,-339.98960774934045,-339.98960774934045,-339.98960774934045,0.0,0.0,0.0,2060598.4186632663
,,2024-10-25,16546.87591240876,3.3284671532846715,3548.905109489051,31252.978102189787,23358684.416058395,1136.3868613138686,1.218978102189781,525.5474452554745,4,2024-10-25,102257.71647642327,2058972.4624126228,2065505.1006292824,102159.5247278485,102343.90511307456,-2033.3687908758363,-2033.3687908758363,-2033.3687908758363,-184.86428146292548,-184.86428146292548,-184.86428146292548,2204704.091813268,2204704.091813268,2204704.091813268,1960128.1927920873,1960128.1927920873,1960128.1927920873,-22137.627377981396,-22137.627377981396,-22137.627377981396,-50982.4565435352,-50982.4565435352,-50982.4565435352,2011524.4166865777,2011524.4166865777,2011524.4166865777,-166637.88060459332,-166637.88060459332,-166637.88060459332,-0.31341204955077767,-0.31341204955077767,-0.31341204955077767,-2112.0021427490583,-2112.0021427490583,-2112.0021427490583,-73.61851697839516,-73.61851697839516,-73.61851697839516,-79.45642856771002,-79.45642856771002,-79.45642856771002,-334.3109223875174,-334.3109223875174,-334.3109223875174,0.0,0.0,0.0,2062385.9092685105
,,2024-10-26,15064.180291970803,1.1233576642335767,2998.2087591240875,15640.968613138688,21022821.893430658,1022.7481751824818,0.8802919708029198,7.883211678832117,5,2024-10-26,102266.32520678159,2316898.0708123036,2323978.235543222,102165.03835358369,102355.37070657514,-2304.0901024847826,-2304.0901024847826,-2304.0901024847826,-500.6276322301457,-500.6276322301457,-500.6276322301457,2487672.3399308263,2487672.3399308263,2487672.3399308263,2218150.542530532,2218150.542530532,2218150.542530532,-23272.338048679034,-23272.338048679034,-23272.338048679034,-50982.4565435352,-50982.4565435352,-50982.4565435352,2269733.6852913965,2269733.6852913965,2269733.6852913965,-188027.6546415871,-188027.6546415871,-188027.6546415871,-11.249466005021274,-11.249466005021274,-11.249466005021274,-3712.9956468722066,-3712.9956468722066,-3712.9956468722066,-109.6991015713805,-109.6991015713805,-109.6991015713805,-262.6115227737492,-262.6115227737492,-262.6115227737492,-338.0746945556191,-338.0746945556191,-338.0746945556191,0.0,0.0,0.0,2320416.8677373137
,,2024-10-27,19483.331386861315,1.6554744525547447,3409.3445255474458,22969.780291970805,21022828.410218976,1022.7481751824818,1.0116788321167882,149.78102189781023,6,2024-10-27,102274.9339371399,2320794.85709175,2327564.7806657813,102172.84672430124,102366.96573725554,-2101.9765169095076,-2101.9765169095076,-2101.9765169095076,-424.4305177947589,-424.4305177947589,-424.4305177947589,2487672.3399308263,2487672.3399308263,2487672.3399308263,2221893.1885181754,2221893.1885181754,2221893.1885181754,-19890.350651079345,-19890.350651079345,-19890.350651079345,-50982.4565435352,-50982.4565435352,-50982.4565435352,2274162.5986980633,2274162.5986980633,2274162.5986980633,-188027.59496657274,-188027.59496657274,-188027.59496657274,-8.25176593600906,-8.25176593600906,-8.25176593600906,-2961.434491405266,-2961.434491405266,-2961.434491405266,-95.70232306548102,-95.70232306548102,-95.70232306548102,-936.3051857279835,-936.3051857279835,-936.3051857279835,-350.64845062462246,-350.64845062462246,-350.64845062462246,0.0,0.0,0.0,2324168.122455315
,,2024-10-28,21428.24817518248,2.343065693430657,3672.467153284672,22661.430656934306,23358709.262773726,1136.3868613138686,0.8686131386861314,50.36496350364964,0,2024-10-28,102283.54266749822,2062219.9294875702,2069304.567457691,102176.86640114503,102378.35424480059,-1972.6259177130423,-1972.6259177130423,-1972.6259177130423,-325.970048935864,-325.970048935864,-325.970048935864,2204704.091813268,2204704.091813268,2204704.091813268,1963515.405059587,1963515.405059587,1963515.405059587,-18401.900963290336,-18401.900963290336,-18401.900963290336,-50982.4565435352,-50982.4565435352,-50982.4565435352,2014251.5911474172,2014251.5911474172,2014251.5911474172,-166637.65308023288,-166637.65308023288,-166637.65308023288,-10.352006416458977,-10.352006416458977,-10.352006416458977,-2993.0553896015163,-2993.0553896015163,-2993.0553896015163,-110.94325966079379,-110.94325966079379,-110.94325966079379,617.4124348108611,617.4124348108611,617.4124348108611,-371.14197910569214,-371.14197910569214,-371.14197910569214,0.0,0.0,0.0,2065798.947727085
,,2024-10-29,20442.379562043796,2.781021897810219,3366.4376642335765,23344.510948905114,23358719.321167886,1136.3868613138686,0.9051094890510948,52.55474452554745,1,2024-10-29,102292.15139785653,2061226.1638085488,2068035.4865636313,102180.51165059788,102389.66417378008,-2123.0694509088257,-2123.0694509088257,-2123.0694509088257,-263.2563745034469,-263.2563745034469,-263.2563745034469,2204704.091813268,2204704.091813268,2204704.091813268,1962357.291615479,1962357.291615479,1962357.291615479,-19156.38868134532,-19156.38868134532,-19156.38868134532,-50982.4565435352,-50982.4565435352,-50982.4565435352,2013483.449024717,2013483.449024717,2013483.449024717,-166637.56097430794,-166637.56097430794,-166637.56097430794,-10.305745612924838,-10.305745612924838,-10.305745612924838,-2923.006296241256,-2923.006296241256,-2923.006296241256,-107.05526563137727,-107.05526563137727,-107.05526563137727,254.73836915375145,254.73836915375145,254.73836915375145,-398.43923485685065,-398.43923485685065,-398.43923485685065,0.0,0.0,0.0,2064649.4430133356
,,2024-10-30,21129.934306569343,2.014598540145985,3128.919708029197,23180.07299270073,23358729.795620438,1136.3868613138686,1.5620437956204378,43.79562043795621,2,2024-10-30,102300.76012821485,2061677.4863781182,2068067.2853808156,102185.75411197486,102398.62862613815,-2239.832840736471,-2239.832840736471,-2239.832840736471,-373.00530476017695,-373.00530476017695,-373.00530476017695,2204704.091813268,2204704.091813268,2204704.091813268,1962609.9815849958,1962609.9815849958,1962609.9815849958,-18630.201313858874,-18630.201313858874,-18630.201313858874,-50982.4565435352,-50982.4565435352,-50982.4565435352,2013836.1559151644,2013836.1559151644,2013836.1559151644,-166637.46505848624,-166637.46505848624,-166637.46505848624,-10.490788827061396,-10.490788827061396,-10.490788827061396,-2939.869218333325,-2939.869218333325,-2939.869218333325,-37.07137310187983,-37.07137310187983,-37.07137310187983,187.51890520085,187.51890520085,187.51890520085,-431.2366918341506,-431.2366918341506,-431.2366918341506,0.0,0.0,0.0,2064910.7417132107
,,2024-10-31,16720.48175182482,3.18978102189781,3065.4014598540152,18975.401459854016,23358740.656934306,1136.3868613138686,1.4525547445255473,262.77372262773724,3,2024-10-31,102309.36885857316,2057853.8476648629,2064452.389623152,102193.23945497064,102411.56813055332,-2271.0582945563333,-2271.0582945563333,-2271.0582945563333,-204.72361169985757,-204.72361169985757,-204.72361169985757,2204704.091813268,2204704.091813268,2204704.091813268,1958928.6843171783,1958928.6843171783,1958928.6843171783,-22004.76639440161,-22004.76639440161,-22004.76639440161,-50982.4565435352,-50982.4565435352,-50982.4565435352,2010160.5244311807,2010160.5244311807,2010160.5244311807,-166637.36560012892,-166637.36560012892,-166637.36560012892,-5.864708473647478,-5.864708473647478,-5.864708473647478,-3371.0534176370784,-3371.0534176370784,-3371.0534176370784,-48.735355190129404,-48.735355190129404,-48.735355190129404,218.70342790340138,218.70342790340138,218.70342790340138,-468.086998370712,-468.086998370712,-468.086998370712,0.0,0.0,0.0,2061238.0531757516
