Detail,Value,ds,amount_paid,Number_of_Months,reading_fee_paid,payable_amount,id,Transaction_Year,day_of_week,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Number_of_Months,Number_of_Months_lower,Number_of_Months_upper,Transaction_Year,Transaction_Year_lower,Transaction_Year_upper,additive_terms,additive_terms_lower,additive_terms_upper,amount_paid,amount_paid_lower,amount_paid_upper,daily,daily_lower,daily_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,id,id_lower,id_upper,payable_amount,payable_amount_lower,payable_amount_upper,reading_fee_paid,reading_fee_paid_lower,reading_fee_paid_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
,,2024-09-09,23545.24087591241,3.9197080291970803,23622.46683211679,23874.131386861314,23358204.357664235,1136.3868613138686,0,2024-09-09,18283.008183349153,305179.4233697006,310455.23717447714,18279.690095322992,18286.895287262854,-140.37556641976423,-140.37556641976423,-140.37556641976423,125114.48266584412,125114.48266584412,125114.48266584412,289562.94507113186,289562.94507113186,289562.94507113186,2354.2875397124717,2354.2875397124717,2354.2875397124717,-10119.283398,-10119.283398,-10119.283398,300050.93712671887,300050.93712671887,300050.93712671887,178438.1398412258,178438.1398412258,178438.1398412258,809.6104400468731,809.6104400468731,809.6104400468731,-6525.207793690611,-6525.207793690611,-6525.207793690611,-306.38872840116164,-306.38872840116164,-306.38872840116164,-62.31992918582642,-62.31992918582642,-62.31992918582642,0.0,0.0,0.0,307845.953254481
,,2024-09-10,28449.82481751825,2.343065693430657,32588.38467153285,38910.97810218979,23358214.145985402,1136.3868613138686,1,2024-09-10,18282.64437894209,306770.97082367237,312265.6982427633,18279.05719079363,18287.010527702703,-456.6652229802191,-456.6652229802191,-456.6652229802191,125114.48266584412,125114.48266584412,125114.48266584412,291300.2508924286,291300.2508924286,291300.2508924286,1827.7161309326216,1827.7161309326216,1827.7161309326216,-10119.283398,-10119.283398,-10119.283398,301558.2549055791,301558.2549055791,301558.2549055791,178438.0438636833,178438.0438636833,178438.0438636833,374.41998638055264,374.41998638055264,374.41998638055264,-3739.7425182813195,-3739.7425182813195,-3739.7425182813195,-64.71583002165914,-64.71583002165914,-64.71583002165914,-74.00478512879099,-74.00478512879099,-74.00478512879099,0.0,0.0,0.0,309582.8952713707
,,2024-09-11,18506.029197080294,1.029197080291971,17482.139781021902,21668.978102189783,14255892.897810219,693.3941605839417,2,2024-09-11,18282.280574535016,455490.32036072685,460830.4661372607,18278.051250814526,18287.252050030078,-720.2399367805981,-720.2399367805981,-720.2399367805981,187713.1876647248,187713.1876647248,187713.1876647248,439868.6891301165,439868.6891301165,439868.6891301165,2895.313001699713,2895.313001699713,2895.313001699713,-10119.283398,-10119.283398,-10119.283398,450017.9956808431,450017.9956808431,450017.9956808431,267689.1431870314,267689.1431870314,267689.1431870314,873.4311117959378,873.4311117959378,873.4311117959378,-8432.839347628102,-8432.839347628102,-8432.839347628102,58.171106887058706,58.171106887058706,58.171106887058706,-88.19425961371152,-88.19425961371152,-88.19425961371152,0.0,0.0,0.0,458150.9697046515
,,2024-09-12,23698.992700729927,3.1094890510948905,23425.08025547445,28853.05109489051,23358235.75182482,1136.3868613138686,3,2024-09-12,18281.91677012795,304727.880343258,310340.9963624803,18277.064726628632,18287.32182499405,-302.91330659666465,-302.91330659666465,-302.91330659666465,125114.48266584412,125114.48266584412,125114.48266584412,289288.21998945746,289288.21998945746,289288.21998945746,2337.7802648935344,2337.7802648935344,2337.7802648935344,-10119.283398,-10119.283398,-10119.283398,299666.16375586315,299666.16375586315,299666.16375586315,178437.83201168786,178437.83201168786,178437.83201168786,665.5125206142964,665.5125206142964,665.5125206142964,-6586.530400580008,-6586.530400580008,-6586.530400580008,-154.09129851009638,-154.09129851009638,-154.09129851009638,-104.56906989561155,-104.56906989561155,-104.56906989561155,0.0,0.0,0.0,307570.1367595854
,,2024-09-13,15205.080291970802,2.343065693430657,16977.02189781022,21557.087591240874,23358247.408759125,1136.3868613138686,4,2024-09-13,18281.552965720883,304193.35717592755,309717.16972147767,18276.21728190938,18287.80582582431,-456.6652229802191,-456.6652229802191,-456.6652229802191,125114.48266584412,125114.48266584412,125114.48266584412,288535.95023793157,288535.95023793157,288535.95023793157,3249.7131579553115,3249.7131579553115,3249.7131579553115,-10119.283398,-10119.283398,-10119.283398,298632.15206635674,298632.15206635674,298632.15206635674,178437.71771181055,178437.71771181055,178437.71771181055,876.6694025854008,876.6694025854008,876.6694025854008,-8589.765648858409,-8589.765648858409,-8589.765648858409,145.81436054314608,145.81436054314608,145.81436054314608,-122.73279096837496,-122.73279096837496,-122.73279096837496,0.0,0.0,0.0,306817.50320365245
,,2024-09-14,20299.24379562044,3.981021897810219,20490.543065693433,23540.00583941606,21022430.72189781,1022.7481751824818,5,2024-09-14,18281.189161313814,344123.8443527833,349565.45671440463,18275.290678302707,18288.433687719506,-128.07541310907982,-128.07541310907982,-128.07541310907982,141172.61314491933,141172.61314491933,141172.61314491933,328401.7311041503,328401.7311041503,328401.7311041503,2702.787896891594,2702.787896891594,2702.787896891594,-10119.283398,-10119.283398,-10119.283398,338409.5243992755,338409.5243992755,338409.5243992755,201341.12898857557,201341.12898857557,201341.12898857557,819.2805691189466,819.2805691189466,819.2805691189466,-7498.210787120843,-7498.210787120843,-7498.210787120843,253.71529342706415,253.71529342706415,253.71529342706415,-142.22519055226502,-142.22519055226502,-142.22519055226502,0.0,0.0,0.0,346682.9202654641
,,2024-09-15,13373.093430656936,1.1233576642335767,14098.483576642337,17245.845985401458,21022440.12919708,1022.7481751824818,6,2024-09-15,18280.82535690675,342199.1877213801,347705.0707462755,18274.6669659994,18288.88673625943,-701.3504156249041,-701.3504156249041,-701.3504156249041,141172.61314491933,141172.61314491933,141172.61314491933,326561.76957673824,326561.76957673824,326561.76957673824,3446.400973662747,3446.400973662747,3446.400973662747,-10119.283398,-10119.283398,-10119.283398,336776.09537761915,336776.09537761915,336776.09537761915,201341.03674707157,201341.03674707157,201341.03674707157,1001.443647201313,1001.443647201313,1001.443647201313,-9484.048719610964,-9484.048719610964,-9484.048719610964,67.49509607516909,67.49509607516909,67.49509607516909,-162.53749895605634,-162.53749895605634,-162.53749895605634,0.0,0.0,0.0,344842.594933645
,,2024-09-16,26491.700729927008,2.4744525547445257,26520.175182481755,31055.693430656935,23358276.562043797,1136.3868613138686,0,2024-09-16,18280.46155249968,305058.80540871155,310722.33275579487,18273.307060061416,18289.187687801397,-430.3077516001811,-430.3077516001811,-430.3077516001811,125114.48266584412,125114.48266584412,125114.48266584412,289527.5473591095,289527.5473591095,289527.5473591095,2037.946432145711,2037.946432145711,2037.946432145711,-10119.283398,-10119.283398,-10119.283398,300136.34860135167,300136.34860135167,300136.34860135167,178437.43185475993,178437.43185475993,178437.43185475993,601.7645197525416,601.7645197525416,601.7645197525416,-5624.969119550492,-5624.969119550492,-5624.969119550492,-306.38872840107666,-306.38872840107666,-306.38872840107666,-183.12911584106376,-183.12911584106376,-183.12911584106376,0.0,0.0,0.0,307808.0089116092
,,2024-09-17,18594.598540145984,3.656934306569343,18499.299270072992,22903.10218978102,23358288.087591242,1136.3868613138686,1,2024-09-17,18280.097748092616,304207.95877432113,309443.9117557182,18272.452218324695,18289.55270793989,-193.09050917984007,-193.09050917984007,-193.09050917984007,125114.48266584412,125114.48266584412,125114.48266584412,288577.9483267404,288577.9483267404,288577.9483267404,2885.803921152192,2885.803921152192,2885.803921152192,-10119.283398,-10119.283398,-10119.283398,298965.3927688745,298965.3927688745,298965.3927688745,178437.31884317182,178437.31884317182,178437.31884317182,837.7135819356467,837.7135819356467,837.7135819356467,-8116.83573404944,-8116.83573404944,-8116.83573404944,-64.71583002108945,-64.71583002108945,-64.71583002108945,-203.44521411292885,-203.44521411292885,-203.44521411292885,0.0,0.0,0.0,306858.046074833
,,2024-09-18,18261.299270072992,1.9489051094890513,17565.401459854016,21045.19708029197,23358296.927007303,1136.3868613138686,2,2024-09-18,18279.733943685544,303688.8986776021,309061.8747406986,18271.36734475783,18289.596462568203,-535.7376371203327,-535.7376371203327,-535.7376371203327,125114.48266584412,125114.48266584412,125114.48266584412,288138.0303119366,288138.0303119366,288138.0303119366,2921.5879689485414,2921.5879689485414,2921.5879689485414,-10119.283398,-10119.283398,-10119.283398,298422.0772794493,298422.0772794493,298422.0772794493,178437.23216993987,178437.23216993987,178437.23216993987,891.4843347254116,891.4843347254116,891.4843347254116,-8406.972222888284,-8406.972222888284,-8406.972222888284,58.17110688750388,58.17110688750388,58.17110688750388,-222.93467640019514,-222.93467640019514,-222.93467640019514,0.0,0.0,0.0,306417.76425562217
,,2024-09-19,26639.905109489053,5.233576642335766,27866.71532846716,33060.01459854015,23358306.7810219,1136.3868613138686,3,2024-09-19,18279.37013927848,305967.9154232965,311548.3348432606,18269.988899756267,18290.129893365774,123.19914738061478,123.19914738061478,123.19914738061478,125114.48266584412,125114.48266584412,125114.48266584412,290519.5299212252,290519.5299212252,290519.5299212252,2022.0347483285968,2022.0347483285968,2022.0347483285968,-10119.283398,-10119.283398,-10119.283398,301033.9724102634,301033.9724102634,301033.9724102634,178437.13554825276,178437.13554825276,178437.13554825276,543.7562514728013,543.7562514728013,543.7562514728013,-5206.635951015548,-5206.635951015548,-5206.635951015548,-154.0912985098779,-154.0912985098779,-154.0912985098779,-241.06779252827005,-241.06779252827005,-241.06779252827005,0.0,0.0,0.0,308798.9000605037
,,2024-09-20,16284.036496350365,2.1240875912408756,16300.437956204378,17626.934306569343,23358318.846715327,1136.3868613138686,4,2024-09-20,18279.006334871414,303599.8789347191,309123.4151907828,18269.099638732645,18290.55649244187,-500.59434194694904,-500.59434194694904,-500.59434194694904,125114.48266584412,125114.48266584412,125114.48266584412,288144.40900748177,288144.40900748177,288144.40900748177,3133.8730591179187,3133.8730591179187,3133.8730591179187,-10119.283398,-10119.283398,-10119.283398,298375.2312021352,298375.2312021352,298375.2312021352,178437.0172403648,178437.0172403648,178437.0172403648,990.414340158705,990.414340158705,990.414340158705,-8799.961761403354,-8799.961761403354,-8799.961761403354,145.81436054343928,145.81436054343928,145.81436054343928,-257.35315719691397,-257.35315719691397,-257.35315719691397,0.0,0.0,0.0,306423.41534235317
,,2024-09-21,19083.396350364965,2.5029197080291974,18583.74302189781,21253.585401459855,21022494.076642334,1022.7481751824818,5,2024-09-21,18278.642530464345,343194.45675288903,348725.45134878374,18268.05521557848,18291.26311387158,-424.5969661345062,-424.5969661345062,-424.5969661345062,141172.61314491933,141172.61314491933,141172.61314491933,327579.7795511727,327579.7795511727,327579.7795511727,2833.325065738568,2833.325065738568,2833.325065738568,-10119.283398,-10119.283398,-10119.283398,337716.70089106704,337716.70089106704,337716.70089106704,201340.50777554186,201340.50777554186,201340.50777554186,885.4532425859029,885.4532425859029,885.4532425859029,-8090.601371584144,-8090.601371584144,-8090.601371584144,253.71529342706344,253.71529342706344,253.71529342706344,-271.3532353214081,-271.3532353214081,-271.3532353214081,0.0,0.0,0.0,345858.422081637
,,2024-09-22,13015.491240875912,1.0576642335766426,12921.970099270075,14375.246715328467,21022503.378832117,1022.7481751824818,6,2024-09-22,18278.278726057277,341649.8529384703,347039.6112471203,18267.33961486056,18291.414435313574,-714.5291513149233,-714.5291513149233,-714.5291513149233,141172.61314491933,141172.61314491933,141172.61314491933,326183.77254460275,326183.77254460275,326183.77254460275,3484.79425861774,3484.79425861774,3484.79425861774,-10119.283398,-10119.283398,-10119.283398,336518.2589537795,336518.2589537795,336518.2589537795,201340.4165646692,201340.4165646692,201340.4165646692,1084.5233927282648,1084.5233927282648,1084.5233927282648,-9849.559255840113,-9849.559255840113,-9849.559255840113,67.49509607503718,67.49509607503718,67.49509607503718,-282.6981072518348,-282.6981072518348,-282.6981072518348,0.0,0.0,0.0,344462.05127066
,,2024-09-23,32891.21167883212,4.642335766423358,33375.38686131387,40554.31386861314,23358346.277372263,1136.3868613138686,0,2024-09-23,18277.91492165021,306501.176629008,312031.123135061,18266.148831456998,18291.491761148787,4.590526170444277,4.590526170444277,4.590526170444277,125114.48266584412,125114.48266584412,125114.48266584412,291021.5441136525,291021.5441136525,291021.5441136525,1350.87500346022,1350.87500346022,1350.87500346022,-10119.283398,-10119.283398,-10119.283398,301738.3132059284,301738.3132059284,301738.3132059284,178436.74827421652,178436.74827421652,178436.74827421652,326.85921441452365,326.85921441452365,326.85921441452365,-3495.2424781773534,-3495.2424781773534,-3495.2424781773534,-306.38872840094666,-306.38872840094666,-306.38872840094666,-291.0969658749919,-291.0969658749919,-291.0969658749919,0.0,0.0,0.0,309299.4590353027
,,2024-09-24,24898.116788321167,3.591240875912409,24448.77372262774,26946.569343065694,23358361.13868613,1136.3868613138686,1,2024-09-24,18277.551117243143,305029.91373619327,310432.5591467612,18265.04095748446,18292.22361018515,-206.269244869859,-206.269244869859,-206.269244869859,125114.48266584412,125114.48266584412,125114.48266584412,289525.70060509804,289525.70060509804,289525.70060509804,2209.0385678153452,2209.0385678153452,2209.0385678153452,-10119.283398,-10119.283398,-10119.283398,300006.04684366746,300006.04684366746,300006.04684366746,178436.60255439804,178436.60255439804,178436.60255439804,720.6891593198986,720.6891593198986,720.6891593198986,-6268.496858840065,-6268.496858840065,-6268.496858840065,-64.71583002051975,-64.71583002051975,-64.71583002051975,-296.34701054886585,-296.34701054886585,-296.34701054886585,0.0,0.0,0.0,307803.25172234117
,,2024-09-25,26412.189781021898,4.094890510948905,25804.99270072993,29798.350364963506,23358372.715328466,1136.3868613138686,2,2024-09-25,18277.187312836075,305525.8086320967,310898.38823002274,18263.718584024962,18293.273847336164,-105.23227124638039,-105.23227124638039,-105.23227124638039,125114.48266584412,125114.48266584412,125114.48266584412,289923.7679559922,289923.7679559922,289923.7679559922,2046.4829752810454,2046.4829752810454,2046.4829752810454,-10119.283398,-10119.283398,-10119.283398,300283.219713679,300283.219713679,300283.219713679,178436.48904180859,178436.48904180859,178436.48904180859,638.1540440678708,638.1540440678708,638.1540440678708,-5847.156742076207,-5847.156742076207,-5847.156742076207,58.17110688752699,58.17110688752699,58.17110688752699,-298.33946657435064,-298.33946657435064,-298.33946657435064,0.0,0.0,0.0,308200.95526882826
,,2024-09-26,15540.576642335767,1.2846715328467155,15209.912795620437,17871.299270072992,23358385.10948905,1136.3868613138686,3,2024-09-26,18276.823508429006,302834.6742367259,308476.9404940969,18262.836356542306,18293.59135655442,-668.9892979860799,-668.9892979860799,-668.9892979860799,125114.48266584412,125114.48266584412,125114.48266584412,287369.70080365054,287369.70080365054,287369.70080365054,3213.6932247753452,3213.6932247753452,3213.6932247753452,-10119.283398,-10119.283398,-10119.283398,297940.1380510291,297940.1380510291,297940.1380510291,178436.36751319768,178436.36751319768,178436.36751319768,983.342026305901,983.342026305901,983.342026305901,-9138.75808110781,-9138.75808110781,-9138.75808110781,-154.09129851029795,-154.09129851029795,-154.09129851029795,-297.062550868275,-297.062550868275,-297.062550868275,0.0,0.0,0.0,305646.52431207953
,,2024-09-27,18383.854014598543,1.175182481751825,17596.81754744526,24993.09489051095,23358393.408759125,1136.3868613138686,4,2024-09-27,18276.45970402194,303443.0885767071,308878.0474533564,18261.64215209676,18293.818165654327,-690.9538574694449,-690.9538574694449,-690.9538574694449,125114.48266584412,125114.48266584412,125114.48266584412,287882.188453073,287882.188453073,287882.188453073,2908.4301098424853,2908.4301098424853,2908.4301098424853,-10119.283398,-10119.283398,-10119.283398,298148.2587922819,298148.2587922819,298148.2587922819,178436.2861362656,178436.2861362656,178436.2861362656,777.2258421316111,777.2258421316111,777.2258421316111,-8397.212104332444,-8397.212104332444,-8397.212104332444,145.81436054373245,145.81436054373245,145.81436054373245,-292.60130175273696,-292.60130175273696,-292.60130175273696,0.0,0.0,0.0,306158.6481570949
,,2024-09-28,12054.744525547445,2.0496350364963507,12182.616762043797,21887.3299270073,21022564.322627738,1022.7481751824818,5,2024-09-28,18276.095899614873,341696.0984637071,347138.42721884203,18260.49576356948,18294.05637531561,-515.5302423956371,-515.5302423956371,-515.5302423956371,141172.61314491933,141172.61314491933,141172.61314491933,326221.99807617883,326221.99807617883,326221.99807617883,3587.943018511425,3587.943018511425,3587.943018511425,-10119.283398,-10119.283398,-10119.283398,336372.7004710572,336372.7004710572,336372.7004710572,201339.81899174163,201339.81899174163,201339.81899174163,867.1116598855624,867.1116598855624,867.1116598855624,-10079.256101605088,-10079.256101605088,-10079.256101605088,253.71529342699037,253.71529342699037,253.71529342699037,-285.13429030536565,-285.13429030536565,-285.13429030536565,0.0,0.0,0.0,344498.0939757937
,,2024-09-29,12874.348905109491,4.473722627737227,12772.458394160585,14496.687591240876,21022571.325547446,1022.7481751824818,6,2024-09-29,18275.732095207804,342275.0178759659,347813.99958428816,18259.369693751156,18294.987482604818,-29.234895433937563,-29.234895433937563,-29.234895433937563,141172.61314491933,141172.61314491933,141172.61314491933,326841.3609320884,326841.3609320884,326841.3609320884,3499.9477394160863,3499.9477394160863,3499.9477394160863,-10119.283398,-10119.283398,-10119.283398,337168.0765634146,337168.0765634146,337168.0765634146,201339.75032592932,201339.75032592932,201339.75032592932,1081.0086990639288,1081.0086990639288,1081.0086990639288,-9896.008450480162,-9896.008450480162,-9896.008450480162,67.49509607463807,67.49509607463807,67.49509607463807,-274.92732940081214,-274.92732940081214,-274.92732940081214,0.0,0.0,0.0,345117.0930272962
,,2024-09-30,24246.291970802922,2.781021897810219,24576.807299270076,25483.051094890514,23358419.87591241,1136.3868613138686,0,2024-09-30,18275.368290800736,304745.6377192616,310248.2641994033,18258.288717763233,18295.49868189867,-368.8069850467594,-368.8069850467594,-368.8069850467594,125114.48266584412,125114.48266584412,125114.48266584412,289307.05168427236,289307.05168427236,289307.05168427236,2279.0205105295054,2279.0205105295054,2279.0205105295054,-10119.283398,-10119.283398,-10119.283398,299995.04820203263,299995.04820203263,299995.04820203263,178436.02661757116,178436.02661757116,178436.02661757116,763.0457239926657,763.0457239926657,763.0457239926657,-6228.720330858084,-6228.720330858084,-6228.720330858084,-306.3887284012709,-306.3887284012709,-306.3887284012709,-262.3243913589954,-262.3243913589954,-262.3243913589954,0.0,0.0,0.0,307582.4199750731
,,2024-10-01,25488.737226277375,3.1094890510948905,24440.17518248175,27846.058394160584,23358430.270072997,1136.3868613138686,1,2024-10-01,18275.00448639367,305104.6957745979,310534.2297887669,18256.9498476456,18296.338587077295,-302.91330659666465,-302.91330659666465,-302.91330659666465,125114.48266584412,125114.48266584412,125114.48266584412,289384.87482973136,289384.87482973136,289384.87482973136,2145.6277179305034,2145.6277179305034,2145.6277179305034,-10119.283398,-10119.283398,-10119.283398,299816.61009080254,299816.61009080254,299816.61009080254,178435.92469958414,178435.92469958414,178435.92469958414,694.6565039617223,694.6565039617223,694.6565039617223,-6271.16818992126,-6271.16818992126,-6271.16818992126,-64.71583002042033,-64.71583002042033,-64.71583002042033,-247.7360330507788,-247.7360330507788,-247.7360330507788,0.0,0.0,0.0,307659.879316125
,,2024-10-02,21422.0,3.656934306569343,20193.72262773723,24459.598540145984,23358443.430656936,1136.3868613138686,2,2024-10-02,18274.640681986602,304659.5153005283,310036.67856205744,18255.683738883297,18296.670197921434,-193.09050917984007,-193.09050917984007,-193.09050917984007,125114.48266584412,125114.48266584412,125114.48266584412,288848.9364181427,288848.9364181427,288848.9364181427,2582.245293625864,2582.245293625864,2582.245293625864,-10119.283398,-10119.283398,-10119.283398,299141.67441493564,299141.67441493564,299141.67441493564,178435.79565595314,178435.79565595314,178435.79565595314,792.6660819066153,792.6660819066153,792.6660819066153,-7590.424773214276,-7590.424773214276,-7590.424773214276,58.17110688755008,58.17110688755008,58.17110688755008,-231.6257056804832,-231.6257056804832,-231.6257056804832,0.0,0.0,0.0,307123.5771001293
,,2024-10-03,24621.57664233577,3.1094890510948905,23309.401167883214,24042.934306569343,23358454.11678832,1136.3868613138686,3,2024-10-03,18274.276877579534,304871.0915561674,310094.93701387674,18254.0419267845,18297.673374818383,-302.91330659666465,-302.91330659666465,-302.91330659666465,125114.48266584412,125114.48266584412,125114.48266584412,289180.3762101964,289180.3762101964,289180.3762101964,2238.728779256204,2238.728779256204,2238.728779256204,-10119.283398,-10119.283398,-10119.283398,299668.2452995446,299668.2452995446,299668.2452995446,178435.69087510137,178435.69087510137,178435.69087510137,804.72501289591,804.72501289591,804.72501289591,-6622.468726956354,-6622.468726956354,-6622.468726956354,-154.09129851007944,-154.09129851007944,-154.09129851007944,-214.49439283810074,-214.49439283810074,-214.49439283810074,0.0,0.0,0.0,307454.6530877759
,,2024-10-04,15570.394160583943,2.014598540145985,14858.744525547447,16683.19708029197,23358322.489051096,1136.3868613138686,4,2024-10-04,18273.91307317247,303365.28331554815,308702.8110280188,18252.520234511714,18298.74269298695,-522.558901430314,-522.558901430314,-522.558901430314,125114.48266584412,125114.48266584412,125114.48266584412,287838.9352609886,287838.9352609886,287838.9352609886,3210.4919231405484,3210.4919231405484,3210.4919231405484,-10119.283398,-10119.283398,-10119.283398,298009.26837119483,298009.26837119483,298009.26837119483,178436.98152612636,178436.98152612636,178436.98152612636,1017.727608653141,1017.727608653141,1017.727608653141,-9247.856451139003,-9247.856451139003,-9247.856451139003,145.81436054258288,145.81436054258288,145.81436054258288,-196.8640727488114,-196.8640727488114,-196.8640727488114,0.0,0.0,0.0,306112.84833416104
