Detail,Value,ds,amount_paid,Number_of_Months,reading_fee_paid,payable_amount,id,Transaction_Year,day_of_week,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Number_of_Months,Number_of_Months_lower,Number_of_Months_upper,Transaction_Year,Transaction_Year_lower,Transaction_Year_upper,additive_terms,additive_terms_lower,additive_terms_upper,amount_paid,amount_paid_lower,amount_paid_upper,daily,daily_lower,daily_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,id,id_lower,id_upper,payable_amount,payable_amount_lower,payable_amount_upper,reading_fee_paid,reading_fee_paid_lower,reading_fee_paid_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
,,2024-10-05,15869.837956204381,3.6262773722627735,15611.084671532848,15392.831386861315,21022626.889051095,1022.7481751824818,5,2024-10-05,18273.5492687654,343000.90079942753,348581.9520334662,18250.733753687437,18299.730630040645,-199.24058583518223,-199.24058583518223,-199.24058583518223,141172.61314491933,141172.61314491933,141172.61314491933,327487.0400315848,327487.0400315848,327487.0400315848,3178.342704534533,3178.342704534533,3178.342704534533,-10119.283398,-10119.283398,-10119.283398,337531.8686734828,337531.8686734828,337531.8686734828,201339.20550844292,201339.20550844292,201339.20550844292,1055.0728607628866,1055.0728607628866,1055.0728607628866,-9014.124959341709,-9014.124959341709,-9014.124959341709,253.7152934269174,253.7152934269174,253.7152934269174,-179.26053732488012,-179.26053732488012,-179.26053732488012,0.0,0.0,0.0,345760.58930035017
,,2024-10-06,16346.417518248176,1.8131386861313867,16039.252510948903,21026.15474452555,21022633.786861315,1022.7481751824818,6,2024-10-06,18273.185464358336,342429.1005791038,348002.4890317419,18249.70020260997,18299.847572829887,-562.9736908797054,-562.9736908797054,-562.9736908797054,141172.61314491933,141172.61314491933,141172.61314491933,326872.89906299417,326872.89906299417,326872.89906299417,3127.1756383024235,3127.1756383024235,3127.1756383024235,-10119.283398,-10119.283398,-10119.283398,337086.88348546356,337086.88348546356,337086.88348546356,201339.13787326193,201339.13787326193,201339.13787326193,892.0354504545231,892.0354504545231,892.0354504545231,-8881.10493059492,-8881.10493059492,-8881.10493059492,67.49509607450614,67.49509607450614,67.49509607450614,-162.196120543901,-162.196120543901,-162.196120543901,0.0,0.0,0.0,345146.0845273525
,,2024-10-07,25548.912408759126,2.014598540145985,25995.737299270073,27488.218978102188,23355939.503649637,1136.3868613138686,0,2024-10-07,18272.821659951263,305139.4201306387,310536.5546338948,18248.028198185275,18300.100746852124,-522.558901430314,-522.558901430314,-522.558901430314,125114.48266584412,125114.48266584412,125114.48266584412,289536.72864549654,289536.72864549654,289536.72864549654,2139.1671229054696,2139.1671229054696,2139.1671229054696,-10119.283398,-10119.283398,-10119.283398,300108.55366310495,300108.55366310495,300108.55366310495,178460.3474413641,178460.3474413641,178460.3474413641,705.0129504137166,705.0129504137166,705.0129504137166,-5787.897615992128,-5787.897615992128,-5787.897615992128,-306.38872840077664,-306.38872840077664,-306.38872840077664,-146.15289120759655,-146.15289120759655,-146.15289120759655,0.0,0.0,0.0,307809.5503054478
,,2024-10-08,25087.4598540146,3.591240875912409,22064.817550364965,23672.773722627735,23358503.52554745,1136.3868613138686,1,2024-10-08,18272.4578555442,304665.6764225086,310090.6253682694,18247.0763140996,18300.47806525457,-206.269244869859,-206.269244869859,-206.269244869859,125114.48266584412,125114.48266584412,125114.48266584412,289022.87511710013,289022.87511710013,289022.87511710013,2188.7101065162933,2188.7101065162933,2188.7101065162933,-10119.283398,-10119.283398,-10119.283398,299338.44119534927,299338.44119534927,299338.44119534927,178435.20640680497,178435.20640680497,178435.20640680497,815.4380537019138,815.4380537019138,815.4380537019138,-7009.126792648169,-7009.126792648169,-7009.126792648169,-64.71583002032091,-64.71583002032091,-64.71583002032091,-131.56685022877727,-131.56685022877727,-131.56685022877727,0.0,0.0,0.0,307295.33297264436
,,2024-10-09,25341.167883211678,1.5109489051094893,25390.45693430657,27756.328467153286,23358514.86861314,1136.3868613138686,2,2024-10-09,18272.09405113713,305103.6834862737,310876.77411037945,18246.15965014122,18301.27387016434,-623.5958750537924,-623.5958750537924,-623.5958750537924,125114.48266584412,125114.48266584412,125114.48266584412,289628.83903876913,289628.83903876913,289628.83903876913,2161.471222251357,2161.471222251357,2161.471222251357,-10119.283398,-10119.283398,-10119.283398,299808.76497061504,299808.76497061504,299808.76497061504,178435.09518450737,178435.09518450737,178435.09518450737,697.2534319201583,697.2534319201583,697.2534319201583,-5975.941658854192,-5975.941658854192,-5975.941658854192,58.171106887995286,58.171106887995286,58.171106887995286,-118.81364073391299,-118.81364073391299,-118.81364073391299,0.0,0.0,0.0,307900.93308990623
,,2024-10-10,23850.569343065697,2.6715328467153285,24358.33576642336,29591.240875912405,23358527.211678833,1136.3868613138686,3,2024-10-10,18271.730246730065,305097.70043263654,310464.4898232315,18244.82694525683,18300.911359107613,-390.7715445301243,-390.7715445301243,-390.7715445301243,125114.48266584412,125114.48266584412,125114.48266584412,289446.1755429121,289446.1755429121,289446.1755429121,2321.506524441101,2321.506524441101,2321.506524441101,-10119.283398,-10119.283398,-10119.283398,299827.74647086376,299827.74647086376,299827.74647086376,178434.9741568978,178434.9741568978,178434.9741568978,644.1481247554707,644.1481247554707,644.1481247554707,-6296.593456544634,-6296.593456544634,-6296.593456544634,-154.0912985101802,-154.0912985101802,-154.0912985101802,-108.19623144147675,-108.19623144147675,-108.19623144147675,0.0,0.0,0.0,307717.9057896422
,,2024-10-11,17436.671532846718,1.905109489051095,17290.30683211679,23346.63503649635,23358538.459854018,1136.3868613138686,4,2024-10-11,18271.366442322997,303811.91254179686,309236.7875624755,18242.94392421555,18301.83479141028,-544.5234609136787,-544.5234609136787,-544.5234609136787,125114.48266584412,125114.48266584412,125114.48266584412,288273.9820682083,288273.9820682083,288273.9820682083,3010.122571369477,3010.122571369477,3010.122571369477,-10119.283398,-10119.283398,-10119.283398,298347.3860771503,298347.3860771503,298347.3860771503,178434.86386503125,178434.86386503125,178434.86386503125,824.8770302016189,824.8770302016189,824.8770302016189,-8492.436594382414,-8492.436594382414,-8492.436594382414,145.81436054273894,145.81436054273894,145.81436054273894,-99.93497148476652,-99.93497148476652,-99.93497148476652,0.0,0.0,0.0,306545.3485105313
,,2024-10-12,18583.318248175183,2.7,18438.437956204383,22580.796350364966,21022693.239416063,1022.7481751824818,5,2024-10-12,18271.002637915928,343328.88170886383,348787.5096083856,18241.613201602533,18302.11525203325,-385.0607590644494,-385.0607590644494,-385.0607590644494,141172.61314491933,141172.61314491933,141172.61314491933,327764.69182330585,327764.69182330585,327764.69182330585,2887.015008434056,2887.015008434056,2887.015008434056,-10119.283398,-10119.283398,-10119.283398,337724.4202679178,337724.4202679178,337724.4202679178,201338.55492241628,201338.55492241628,201338.55492241628,847.0416297059145,847.0416297059145,847.0416297059145,-8135.743678493401,-8135.743678493401,-8135.743678493401,253.71529342708374,253.71529342708374,253.71529342708374,-94.16034003901161,-94.16034003901161,-94.16034003901161,0.0,0.0,0.0,346035.6944612218
,,2024-10-13,13552.659854014599,1.5175182481751825,13537.524087591242,21403.826277372264,21022702.5810219,1022.7481751824818,6,2024-10-13,18270.638833508863,342123.095808824,347467.18776509975,18240.607671897385,18302.527987004083,-622.2780014847906,-622.2780014847906,-622.2780014847906,141172.61314491933,141172.61314491933,141172.61314491933,326396.0052519461,326396.0052519461,326396.0052519461,3427.122163137171,3427.122163137171,3427.122163137171,-10119.283398,-10119.283398,-10119.283398,336538.7021829829,336538.7021829829,336538.7021829829,201338.46332505692,201338.46332505692,201338.46332505692,881.1050307443273,881.1050307443273,881.1050307443273,-9658.32347939004,-9658.32347939004,-9658.32347939004,67.49509607410704,67.49509607410704,67.49509607410704,-90.9086291108844,-90.9086291108844,-90.9086291108844,0.0,0.0,0.0,344666.644085455
,,2024-10-14,20800.16788321168,1.8394160583941608,20779.328467153286,27116.1897810219,23358566.416058395,1136.3868613138686,0,2024-10-14,18270.275029101795,303998.9940874164,309497.8597582336,18239.374144420777,18302.94596278042,-557.7021966036978,-557.7021966036978,-557.7021966036978,125114.48266584412,125114.48266584412,125114.48266584412,288431.871514765,288431.871514765,288431.871514765,2649.0071265683287,2649.0071265683287,2649.0071265683287,-10119.283398,-10119.283398,-10119.283398,298947.66434646735,298947.66434646735,298947.66434646735,178434.58974572635,178434.58974572635,178434.58974572635,715.7800718800438,715.7800718800438,715.7800718800438,-7408.4930669477635,-7408.4930669477635,-7408.4930669477635,-306.388728401101,-306.388728401101,-306.388728401101,-90.12070530123802,-90.12070530123802,-90.12070530123802,0.0,0.0,0.0,306702.14654386684
,,2024-10-15,25451.737226277375,3.1094890510948905,24676.58686131387,31238.102189781024,23358576.591240875,1136.3868613138686,1,2024-10-15,18269.911224694726,305160.3741340835,310525.5127100999,18237.83377971232,18303.725569633756,-302.91330659666465,-302.91330659666465,-302.91330659666465,125114.48266584412,125114.48266584412,125114.48266584412,289518.7801260427,289518.7801260427,289518.7801260427,2149.6001531781862,2149.6001531781862,2149.6001531781862,-10119.283398,-10119.283398,-10119.283398,299794.4232532081,299794.4232532081,299794.4232532081,178434.48997488793,178434.48997488793,178434.48997488793,596.4853177935961,596.4853177935961,596.4853177935961,-6197.721551899092,-6197.721551899092,-6197.721551899092,-64.71583002135864,-64.71583002135864,-64.71583002135864,-91.64389914399169,-91.64389914399169,-91.64389914399169,0.0,0.0,0.0,307788.69135073747
,,2024-10-16,20057.912408759126,1.686131386861314,19213.38686131387,23379.77372262774,23358588.02189781,1136.3868613138686,2,2024-10-16,18269.547420287658,304274.71949748247,309532.8493237501,18235.933898905198,18304.11820177441,-588.4525798804085,-588.4525798804085,-588.4525798804085,125114.48266584412,125114.48266584412,125114.48266584412,288461.68638255366,288461.68638255366,288461.68638255366,2728.697986284569,2728.697986284569,2728.697986284569,-10119.283398,-10119.283398,-10119.283398,298618.0356454321,298618.0356454321,298618.0356454321,178434.37789373088,178434.37789373088,178434.37789373088,823.9179434911904,823.9179434911904,823.9179434911904,-7894.9882640383075,-7894.9882640383075,-7894.9882640383075,58.171106888018386,58.171106888018386,58.171106888018386,-95.23697176637585,-95.23697176637585,-95.23697176637585,0.0,0.0,0.0,306731.23380284134
,,2024-10-17,22387.562043795624,2.014598540145985,21564.000000000004,24909.291970802922,23358599.9270073,1136.3868613138686,3,2024-10-17,18269.183615880593,304303.9624452539,309726.19033244345,18234.75305029543,18304.02155255858,-522.558901430314,-522.558901430314,-522.558901430314,125114.48266584412,125114.48266584412,125114.48266584412,288745.74589701666,288745.74589701666,288745.74589701666,2478.5795450691494,2478.5795450691494,2478.5795450691494,-10119.283398,-10119.283398,-10119.283398,299119.6986047339,299119.6986047339,299119.6986047339,178434.2611604185,178434.2611604185,178434.2611604185,779.6512329955826,779.6512329955826,779.6512329955826,-7164.717098163169,-7164.717098163169,-7164.717098163169,-154.09129850996172,-154.09129850996172,-154.09129850996172,-100.57801120725722,-100.57801120725722,-100.57801120725722,0.0,0.0,0.0,307014.9295128973
,,2024-10-18,23767.58394160584,1.686131386861314,23985.781386861316,30399.642335766424,23358611.204379562,1136.3868613138686,4,2024-10-18,18268.819811473524,304939.20999996597,310358.7802093856,18233.669403946442,18304.36337732982,-588.4525798804085,-588.4525798804085,-588.4525798804085,125114.48266584412,125114.48266584412,125114.48266584412,289418.26849350205,289418.26849350205,289418.26849350205,2330.416095624946,2330.416095624946,2330.416095624946,-10119.283398,-10119.283398,-10119.283398,299499.0125487337,299499.0125487337,299499.0125487337,178434.1505822655,178434.1505822655,178434.1505822655,620.7516903354964,620.7516903354964,620.7516903354964,-6412.335905455957,-6412.335905455957,-6412.335905455957,145.81436054316922,145.81436054316922,145.81436054316922,-107.27501777481916,-107.27501777481916,-107.27501777481916,0.0,0.0,0.0,307687.0883049756
,,2024-10-19,17368.370802919708,1.5175182481751825,16571.74598540146,20192.518248175184,21022761.82992701,1022.7481751824818,5,2024-10-19,18268.456007066456,342555.37892499246,348136.4071529163,18232.850825824735,18304.444731030635,-622.2780014847906,-622.2780014847906,-622.2780014847906,141172.61314491933,141172.61314491933,141172.61314491933,327125.71455300634,327125.71455300634,327125.71455300634,3017.4555504777077,3017.4555504777077,3017.4555504777077,-10119.283398,-10119.283398,-10119.283398,337106.16150982736,337106.16150982736,337106.16150982736,201337.88237105953,201337.88237105953,201337.88237105953,916.1622272919627,916.1622272919627,916.1622272919627,-8715.673782436394,-8715.673782436394,-8715.673782436394,253.71529342715507,253.71529342715507,253.71529342715507,-114.87885224819748,-114.87885224819748,-114.87885224819748,0.0,0.0,0.0,345394.1705600728
,,2024-10-20,16239.021897810222,1.9116788321167881,16399.024764963502,20958.378832116792,21022770.90218978,1022.7481751824818,6,2024-10-20,18268.09220265939,342580.38117080927,348029.5548132802,18230.65090339153,18304.557826662523,-543.2055873446769,-543.2055873446769,-543.2055873446769,141172.61314491933,141172.61314491933,141172.61314491933,327055.8839475801,327055.8839475801,327055.8839475801,3138.7059666287614,3138.7059666287614,3138.7059666287614,-10119.283398,-10119.283398,-10119.283398,337230.57039468206,337230.57039468206,337230.57039468206,201337.79341469295,201337.79341469295,201337.79341469295,893.9969940299288,893.9969940299288,893.9969940299288,-8769.333538244235,-8769.333538244235,-8769.333538244235,67.49509607557101,67.49509607557101,67.49509607557101,-122.89814517753474,-122.89814517753474,-122.89814517753474,0.0,0.0,0.0,345323.9761502395
,,2024-10-21,23449.9197080292,1.686131386861314,23601.22627737226,28278.4598540146,23358643.671532847,1136.3868613138686,0,2024-10-21,18267.728398252322,304388.83712471597,309884.9265214046,18229.141111429642,18305.110466215407,-588.4525798804085,-588.4525798804085,-588.4525798804085,125114.48266584412,125114.48266584412,125114.48266584412,288918.23146579304,288918.23146579304,288918.23146579304,2364.5215172030003,2364.5215172030003,2364.5215172030003,-10119.283398,-10119.283398,-10119.283398,299474.71929458185,299474.71929458185,299474.71929458185,178433.83223169934,178433.83223169934,178433.83223169934,682.1421124112636,682.1421124112636,682.1421124112636,-6531.8066526954535,-6531.8066526954535,-6531.8066526954535,-306.388728401016,-306.388728401016,-306.388728401016,-130.8157023878245,-130.8157023878245,-130.8157023878245,0.0,0.0,0.0,307185.9598640454
,,2024-10-22,22888.109489051098,2.781021897810219,22348.569372262777,32325.131386861318,23358655.518248174,1136.3868613138686,1,2024-10-22,18267.364593845254,304391.18691606243,309668.5867018834,18227.633980965777,18306.020717087213,-368.8069850467594,-368.8069850467594,-368.8069850467594,125114.48266584412,125114.48266584412,125114.48266584412,288926.17792499653,288926.17792499653,288926.17792499653,2424.839212240218,2424.839212240218,2424.839212240218,-10119.283398,-10119.283398,-10119.283398,299248.2830460348,299248.2830460348,299248.2830460348,178433.71607095996,178433.71607095996,178433.71607095996,565.0249499131636,565.0249499131636,565.0249499131636,-6920.972867875872,-6920.972867875872,-6920.972867875872,-64.71583002125918,-64.71583002125918,-64.71583002125918,-138.1058930170172,-138.1058930170172,-138.1058930170172,0.0,0.0,0.0,307193.5425188418
,,2024-10-23,21627.94890510949,2.6715328467153285,21820.810248175185,26280.02189781022,23358666.525547445,1136.3868613138686,2,2024-10-23,18267.000789438185,304689.12651131186,310209.39236092224,18226.323305575188,18306.98132290732,-390.7715445301243,-390.7715445301243,-390.7715445301243,125114.48266584412,125114.48266584412,125114.48266584412,289167.13540343224,289167.13540343224,289167.13540343224,2560.1339776831983,2560.1339776831983,2560.1339776831983,-10119.283398,-10119.283398,-10119.283398,299372.5001681108,299372.5001681108,299372.5001681108,178433.60814095687,178433.60814095687,178433.60814095687,739.9801111120158,739.9801111120158,739.9801111120158,-7084.933182955242,-7084.933182955242,-7084.933182955242,58.171106887603344,58.171106887603344,58.171106887603344,-144.252473566178,-144.252473566178,-144.252473566178,0.0,0.0,0.0,307434.13619287044
,,2024-10-24,16162.07299270073,2.277372262773723,14850.175576642338,18755.12408759124,23358679.036496352,1136.3868613138686,3,2024-10-24,18266.63698503112,302906.07771986484,308555.7894064854,18225.024169592587,18308.695853255653,-469.843958670238,-469.843958670238,-469.843958670238,125114.48266584412,125114.48266584412,125114.48266584412,287510.1947630408,287510.1947630408,287510.1947630408,3146.967440761938,3146.967440761938,3146.967440761938,-10119.283398,-10119.283398,-10119.283398,297932.3357450873,297932.3357450873,297932.3357450873,178433.48546720002,178433.48546720002,178433.48546720002,957.7627189830946,957.7627189830946,957.7627189830946,-9250.518589031568,-9250.518589031568,-9250.518589031568,-154.0912985100625,-154.0912985100625,-154.0912985100625,-148.76628553646572,-148.76628553646572,-148.76628553646572,0.0,0.0,0.0,305776.83174807194
,,2024-10-25,16546.87591240876,3.3284671532846715,17671.97080291971,31252.978102189787,23358684.416058395,1136.3868613138686,4,2024-10-25,18266.27318062405,303925.04628099885,309315.7093411956,18223.294686775847,18309.915827921206,-258.9841876299348,-258.9841876299348,-258.9841876299348,125114.48266584412,125114.48266584412,125114.48266584412,288492.10443480033,288492.10443480033,288492.10443480033,3105.653800717088,3105.653800717088,3105.653800717088,-10119.283398,-10119.283398,-10119.283398,298616.7757380819,298616.7757380819,298616.7757380819,178433.432718916,178433.432718916,178433.432718916,596.0547850368002,596.0547850368002,596.0547850368002,-8373.86404480219,-8373.86404480219,-8373.86404480219,145.81436054332528,145.81436054332528,145.81436054332528,-151.20226582489417,-151.20226582489417,-151.20226582489417,0.0,0.0,0.0,306758.3776154244
,,2024-10-26,15064.180291970803,1.1233576642335767,15210.867159854017,15640.968613138688,21022821.893430658,1022.7481751824818,5,2024-10-26,18265.909376216983,342480.8612564183,347851.98466450494,18221.697757621652,18311.030761343587,-701.3504156249041,-701.3504156249041,-701.3504156249041,141172.61314491933,141172.61314491933,141172.61314491933,326966.0832324364,326966.0832324364,326966.0832324364,3264.840620830947,3264.840620830947,3264.840620830947,-10119.283398,-10119.283398,-10119.283398,336982.82656511036,336982.82656511036,336982.82656511036,201337.29342966934,201337.29342966934,201337.29342966934,1047.8913715770543,1047.8913715770543,1047.8913715770543,-9138.4615862614,-9138.4615862614,-9138.4615862614,253.71529342708212,253.71529342708212,253.71529342708212,-151.17522810112172,-151.17522810112172,-151.17522810112172,0.0,0.0,0.0,345231.9926086534
,,2024-10-27,19483.331386861315,1.6554744525547447,20042.925477372268,22969.780291970805,21022828.410218976,1022.7481751824818,6,2024-10-27,18265.54557180992,343365.8009227602,348618.59747478686,18220.364219341638,18311.4976170422,-594.6026565357507,-594.6026565357507,-594.6026565357507,141172.61314491933,141172.61314491933,141172.61314491933,327703.9750923552,327703.9750923552,327703.9750923552,2790.3867945017723,2790.3867945017723,2790.3867945017723,-10119.283398,-10119.283398,-10119.283398,337904.13730364793,337904.13730364793,337904.13730364793,201337.22953052694,201337.22953052694,201337.22953052694,835.7838107481809,835.7838107481809,835.7838107481809,-7637.273320512545,-7637.273320512545,-7637.273320512545,67.4950960751719,67.4950960751719,67.4950960751719,-148.37390936788324,-148.37390936788324,-148.37390936788324,0.0,0.0,0.0,345969.52066416515
,,2024-10-28,21428.24817518248,2.343065693430657,20988.55474452555,22661.430656934306,23358709.262773726,1136.3868613138686,0,2024-10-28,18265.18176740285,304199.7887607138,309538.7266956447,18219.205891342877,18312.420194309776,-456.6652229802191,-456.6652229802191,-456.6652229802191,125114.48266584412,125114.48266584412,125114.48266584412,288605.55180245114,288605.55180245114,288605.55180245114,2581.574470076443,2581.574470076443,2581.574470076443,-10119.283398,-10119.283398,-10119.283398,299173.7967565538,299173.7967565538,299173.7967565538,178433.1890891212,178433.1890891212,178433.1890891212,844.707943586656,844.707943586656,844.707943586656,-7343.492189094353,-7343.492189094353,-7343.492189094353,-306.3887284013402,-306.3887284013402,-306.3887284013402,-142.57282770139452,-142.57282770139452,-142.57282770139452,0.0,0.0,0.0,306870.733569854
,,2024-10-29,20442.379562043796,2.781021897810219,20237.868321167887,23344.510948905114,23358719.321167886,1136.3868613138686,1,2024-10-29,18264.817962995785,304308.62683395745,309833.47378954,18217.794274961157,18313.531993017667,-368.8069850467594,-368.8069850467594,-368.8069850467594,125114.48266584412,125114.48266584412,125114.48266584412,288796.774338303,288796.774338303,288796.774338303,2687.420395168777,2687.420395168777,2687.420395168777,-10119.283398,-10119.283398,-10119.283398,299114.4151295634,299114.4151295634,299114.4151295634,178433.09046342876,178433.09046342876,178433.09046342876,824.9385047022213,824.9385047022213,824.9385047022213,-7576.709914533621,-7576.709914533621,-7576.709914533621,-64.71583002115979,-64.71583002115979,-64.71583002115979,-133.64156323925982,-133.64156323925982,-133.64156323925982,0.0,0.0,0.0,307061.5923012988
,,2024-10-30,21129.934306569343,2.014598540145985,20377.45503649635,23180.07299270073,23358729.795620438,1136.3868613138686,2,2024-10-30,18264.454158588713,304240.20098132227,309922.0983737979,18215.963679322525,18313.942761984308,-522.558901430314,-522.558901430314,-522.558901430314,125114.48266584412,125114.48266584412,125114.48266584412,288752.2039151047,288752.2039151047,288752.2039151047,2613.6023761994556,2613.6023761994556,2613.6023761994556,-10119.283398,-10119.283398,-10119.283398,298934.8673590065,298934.8673590065,298934.8673590065,178432.98775815396,178432.98775815396,178432.98775815396,829.6976028107097,829.6976028107097,829.6976028107097,-7533.344142571426,-7533.344142571426,-7533.344142571426,58.171106888064585,58.171106888064585,58.171106888064585,-121.55115278994168,-121.55115278994168,-121.55115278994168,0.0,0.0,0.0,307016.6580736934
,,2024-10-31,16720.48175182482,3.18978102189781,17202.335795620438,18975.401459854016,23358740.656934306,1136.3868613138686,3,2024-10-31,18264.090354181648,303802.6134365934,309351.7882735732,18214.05446385141,18314.400934887908,-286.80596297553035,-286.80596297553035,-286.80596297553035,125114.48266584412,125114.48266584412,125114.48266584412,288399.4415773797,288399.4415773797,288399.4415773797,3087.0149370495224,3087.0149370495224,3087.0149370495224,-10119.283398,-10119.283398,-10119.283398,298779.1936504903,298779.1936504903,298779.1936504903,178432.88125958326,178432.88125958326,178432.88125958326,951.387538642276,951.387538642276,951.387538642276,-8519.766787653323,-8519.766787653323,-8519.766787653323,-154.09129851000856,-154.09129851000856,-154.09129851000856,-106.37737660061902,-106.37737660061902,-106.37737660061902,0.0,0.0,0.0,306663.53193156136
