Detail,Value,ds,amount_paid,reading_fee_paid,payable_amount,Coupon_Discount,subscription_id,id,day_of_week,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Coupon_Discount,Coupon_Discount_lower,Coupon_Discount_upper,additive_terms,additive_terms_lower,additive_terms_upper,amount_paid,amount_paid_lower,amount_paid_upper,daily,daily_lower,daily_upper,extra_regressors_additive,extra_regressors_additive_lower,extra_regressors_additive_upper,id,id_lower,id_upper,payable_amount,payable_amount_lower,payable_amount_upper,reading_fee_paid,reading_fee_paid_lower,reading_fee_paid_upper,subscription_id,subscription_id_lower,subscription_id_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
,,2024-10-05,15869.837956204381,15611.084671532848,15392.831386861315,2898.499270072993,16402166.52043796,21022626.889051095,5,2024-10-05,679.1476517220634,151626.51288720616,153782.413264021,675.2669086453394,683.5627936641961,1.6187220150530541,1.6187220150530541,1.6187220150530541,152048.39580265307,152048.39580265307,152048.39580265307,-542.9209134934565,-542.9209134934565,-542.9209134934565,-138.72484,-138.72484,-138.72484,152336.59654994492,152336.59654994492,152336.59654994492,152897.71399130416,152897.71399130416,152897.71399130416,57.11039617764607,57.11039617764607,57.11039617764607,-94.96321971313614,-94.96321971313614,-94.96321971313614,18.03757365467619,18.03757365467619,18.03757365467619,-215.62938228980508,-215.62938228980508,-215.62938228980508,66.15347499795617,66.15347499795617,66.15347499795617,0.0,0.0,0.0,152727.54345437515
,,2024-10-06,16346.417518248176,16039.252510948903,21026.15474452555,2465.251094890511,20241056.897080295,21022633.786861315,6,2024-10-06,679.0869355034897,151786.88166902302,153886.36891040526,675.0290392775697,683.6028057075443,1.7652354896011255,1.7652354896011255,1.7652354896011255,152151.94620897624,152151.94620897624,152151.94620897624,-534.1806129903408,-534.1806129903408,-534.1806129903408,-138.72484,-138.72484,-138.72484,152328.92650020946,152328.92650020946,152328.92650020946,152897.6626289054,152897.6626289054,152897.6626289054,48.285288982911176,48.285288982911176,48.285288982911176,-93.56186236862342,-93.56186236862342,-93.56186236862342,8.955822190544001,8.955822190544001,8.955822190544001,-94.3451515467091,-94.3451515467091,-94.3451515467091,56.08970031345921,56.08970031345921,56.08970031345921,0.0,0.0,0.0,152831.03314447973
,,2024-10-07,25548.912408759126,25995.737299270073,27488.218978102188,4825.678832116789,13405948.88321168,23355939.503649637,0,2024-10-07,679.0262192849161,134827.64132405416,136910.44156689066,674.8154825883023,683.6992809281487,0.9669990768222357,0.9669990768222357,0.9669990768222357,135187.83233858654,135187.83233858654,135187.83233858654,-365.41011352427245,-365.41011352427245,-365.41011352427245,-138.72484,-138.72484,-138.72484,135161.29664863204,135161.29664863204,135161.29664863204,135523.42720819093,135523.42720819093,135523.42720819093,38.161884743566716,38.161884743566716,38.161884743566716,-60.97512464756609,-60.97512464756609,-60.97512464756609,25.125794792560917,25.125794792560917,25.125794792560917,120.80121214730471,120.80121214730471,120.80121214730471,44.459317807169185,44.459317807169185,44.459317807169185,0.0,0.0,0.0,135866.85855787146
,,2024-10-08,25087.4598540146,22064.817550364965,23672.773722627735,4134.671532846715,4098562.8394160587,23358503.52554745,1,2024-10-08,678.9655030663424,134614.68977507192,136796.79281067516,674.4619457090964,683.8384841809265,1.2006801080498803,1.2006801080498803,1.2006801080498803,135062.1600699829,135062.1600699829,135062.1600699829,-373.8729900670708,-373.8729900670708,-373.8729900670708,-138.72484,-138.72484,-138.72484,135149.10562706226,135149.10562706226,135149.10562706226,135504.33501647518,135504.33501647518,135504.33501647518,44.13912255459949,44.13912255459949,44.13912255459949,-73.84069453327014,-73.84069453327014,-73.84069453327014,47.144492524798785,47.144492524798785,47.144492524798785,20.27951330177963,20.27951330177963,20.27951330177963,31.499769618868424,31.499769618868424,31.499769618868424,0.0,0.0,0.0,135741.12557304924
,,2024-10-09,25341.167883211678,25390.45693430657,27756.328467153286,4277.036496350365,8277731.065693432,23358514.86861314,2,2024-10-09,678.9047868477687,134632.12308496915,136741.64413474128,674.2190203912542,684.0703091791023,1.152535911140006,1.152535911140006,1.152535911140006,135016.2930371445,135016.2930371445,135016.2930371445,-369.2200746006037,-369.2200746006037,-369.2200746006037,-138.72484,-138.72484,-138.72484,135148.22646382166,135148.22646382166,135148.22646382166,135504.2505538639,135504.2505538639,135504.2505538639,37.741867139290115,37.741867139290115,37.741867139290115,-62.95615639924492,-62.95615639924492,-62.95615639924492,37.25773790716741,37.25773790716741,37.25773790716741,-10.683303753243544,-10.683303753243544,-10.683303753243544,17.474717076077884,17.474717076077884,17.474717076077884,0.0,0.0,0.0,135695.19782399226
,,2024-10-10,23850.569343065697,24358.33576642336,29591.240875912405,4596.846715328466,22486845.64233577,23358527.211678833,3,2024-10-10,678.844070629195,134656.81206541756,136817.1095395513,673.8755195533007,684.1132906809179,1.0443842579709521,1.0443842579709521,1.0443842579709521,135019.23797588027,135019.23797588027,135019.23797588027,-396.55712429385943,-396.55712429385943,-396.55712429385943,-138.72484,-138.72484,-138.72484,135080.82192277742,135080.82192277742,135080.82192277742,135504.1586450636,135504.1586450636,135504.1586450636,34.8673119838121,34.8673119838121,34.8673119838121,-66.33420221654112,-66.33420221654112,-66.33420221654112,3.642907982455966,3.642907982455966,3.642907982455966,74.4737849999339,74.4737849999339,74.4737849999339,2.667108102910209,2.667108102910209,2.667108102910209,0.0,0.0,0.0,135698.08204650946
,,2024-10-11,17436.671532846718,17290.30683211679,23346.63503649635,2815.6791240875914,9726676.88321168,23358538.459854018,4,2024-10-11,678.7833544106212,134512.64956769883,136724.9288356787,673.7902719223492,683.9879407390578,1.6467296745101048,1.6467296745101048,1.6467296745101048,134934.29892168677,134934.29892168677,134934.29892168677,-514.1857402109586,-514.1857402109586,-514.1857402109586,-138.72484,-138.72484,-138.72484,134980.54859323663,134980.54859323663,134980.54859323663,135504.07488902498,135504.07488902498,135504.07488902498,44.65004811003447,44.65004811003447,44.65004811003447,-89.46726674522496,-89.46726674522496,-89.46726674522496,33.829933383297686,33.829933383297686,33.829933383297686,105.10332714044004,105.10332714044004,105.10332714044004,-12.628158690309586,-12.628158690309586,-12.628158690309586,0.0,0.0,0.0,135613.08227609738
,,2024-10-12,18583.318248175183,18438.437956204383,22580.796350364966,3090.547445255475,768518.9080291971,21022693.239416063,5,2024-10-12,678.7226381920475,151682.28821287252,153764.25636653136,673.5412046963519,684.1327590046255,1.5537762240759754,1.5537762240759754,1.5537762240759754,152038.3137975524,152038.3137975524,152038.3137975524,-493.1566452579521,-493.1566452579521,-493.1566452579521,-138.72484,-138.72484,-138.72484,152420.77979226244,152420.77979226244,152420.77979226244,152897.2199339447,152897.2199339447,152897.2199339447,45.84980322258082,45.84980322258082,45.84980322258082,-85.70953009363974,-85.70953009363974,-85.70953009363974,55.02245422266542,55.02245422266542,55.02245422266542,-215.6293822890798,-215.6293822890798,-215.6293822890798,-28.111772420971413,-28.111772420971413,-28.111772420971413,0.0,0.0,0.0,152717.03643574443
,,2024-10-13,13552.659854014599,13537.524087591242,21403.826277372264,2161.235036496351,7310200.480291972,21022702.5810219,6,2024-10-13,678.6619219734739,151618.5695207096,153696.28300773958,673.2722622492789,684.3167664183334,1.868045960793478,1.868045960793478,1.868045960793478,152022.53421415045,152022.53421415045,152022.53421415045,-585.4171398224333,-585.4171398224333,-585.4171398224333,-138.72484,-138.72484,-138.72484,152299.09175144052,152299.09175144052,152299.09175144052,152897.15037458183,152897.15037458183,152897.15037458183,47.69363259286256,47.69363259286256,47.69363259286256,-101.7498091906681,-101.7498091906681,-101.7498091906681,39.546647318081035,39.546647318081035,39.546647318081035,-94.34515154658038,-94.34515154658038,-94.34515154658038,-43.487545743481476,-43.487545743481476,-43.487545743481476,0.0,0.0,0.0,152701.19613612394
,,2024-10-14,20800.16788321168,20779.328467153286,27116.1897810219,2807.459854014599,18110502.270072993,23358566.416058395,0,2024-10-14,678.6012057549002,134521.99935527123,136765.34449625874,673.0331163501934,684.4403064314487,1.6495092218587717,1.6495092218587717,1.6495092218587717,134951.31528540832,134951.31528540832,134951.31528540832,-452.5004075096356,-452.5004075096356,-452.5004075096356,-138.72484,-138.72484,-138.72484,135027.7086576131,135027.7086576131,135027.7086576131,135503.86672184276,135503.86672184276,135503.86672184276,38.744701907672486,38.744701907672486,38.744701907672486,-78.04799223808237,-78.04799223808237,-78.04799223808237,13.996124388535081,13.996124388535081,13.996124388535081,120.80121214714912,120.80121214714912,120.80121214714912,-58.469744351933016,-58.469744351933016,-58.469744351933016,0.0,0.0,0.0,135629.91649116323
,,2024-10-15,25451.737226277375,24676.58686131387,31238.102189781024,5162.800072992701,19126993.416058395,23358576.591240875,1,2024-10-15,678.5404895363265,134584.22928526008,136673.19363934494,672.8351951611511,684.6476760003692,0.852993277896751,0.852993277896751,0.852993277896751,134924.80248705175,134924.80248705175,134924.80248705175,-367.1922719800258,-367.1922719800258,-367.1922719800258,-138.72484,-138.72484,-138.72484,135116.03782728742,135116.03782728742,135116.03782728742,135503.79095551066,135503.79095551066,135503.79095551066,32.28735576489931,32.28735576489931,32.28735576489931,-65.29259313671797,-65.29259313671797,-65.29259313671797,11.591387850732556,11.591387850732556,11.591387850732556,20.27951330231953,20.27951330231953,20.27951330231953,-72.79001353800402,-72.79001353800402,-72.79001353800402,0.0,0.0,0.0,135603.3429765881
,,2024-10-16,20057.912408759126,19213.38686131387,23379.77372262774,3090.944087591241,18253122.540145986,23358588.02189781,2,2024-10-16,678.4797733177528,134355.1278682305,136537.00034212176,672.642959870715,684.753863992315,1.5536420897619847,1.5536420897619847,1.5536420897619847,134778.61818135364,134778.61818135364,134778.61818135364,-466.11311022180473,-466.11311022180473,-466.11311022180473,-138.72484,-138.72484,-138.72484,135014.23004278156,135014.23004278156,135014.23004278156,135503.70584067842,135503.70584067842,135503.70584067842,44.598133380693696,44.598133380693696,44.598133380693696,-83.17318747323571,-83.17318747323571,-83.17318747323571,13.658724327717715,13.658724327717715,13.658724327717715,-10.683303753151037,-10.683303753151037,-10.683303753151037,-86.20371767476982,-86.20371767476982,-86.20371767476982,0.0,0.0,0.0,135457.0979546714
,,2024-10-17,22387.562043795624,21564.000000000004,24909.291970802922,3735.1970802919714,22489436.540145986,23358599.9270073,3,2024-10-17,678.4190570991791,134547.1596205891,136621.74585440158,672.316846576665,684.8477326919121,1.3357721716513773,1.3357721716513773,1.3357721716513773,134889.17717963888,134889.17717963888,134889.17717963888,-423.3881603941799,-423.3881603941799,-423.3881603941799,-138.72484,-138.72484,-138.72484,135051.92376073913,135051.92376073913,135051.92376073913,135503.6171929828,135503.6171929828,135503.6171929828,42.20200561748184,42.20200561748184,42.20200561748184,-75.47982827442631,-75.47982827442631,-75.47982827442631,3.6367786357769045,3.6367786357769045,3.6367786357769045,74.47378500007473,74.47378500007473,74.47378500007473,-98.49552610031381,-98.49552610031381,-98.49552610031381,0.0,0.0,0.0,135567.59623673806
,,2024-10-18,23767.58394160584,23985.781386861316,30399.642335766424,4016.7010189781026,13240532.722627738,23358611.204379562,4,2024-10-18,678.3583408806054,134588.63130581967,136719.19659657008,672.1157608595745,684.9741538029315,1.240574724741184,1.240574724741184,1.240574724741184,134955.1535938473,134955.1535938473,134955.1535938473,-398.07904718753184,-398.07904718753184,-398.07904718753184,-138.72484,-138.72484,-138.72484,135098.2592077714,135098.2592077714,135098.2592077714,135503.53321953723,135503.53321953723,135503.53321953723,33.600878461957606,33.600878461957606,33.600878461957606,-67.55354138209282,-67.55354138209282,-67.55354138209282,25.51712361708658,25.51712361708658,25.51712361708658,105.10332714017157,105.10332714017157,105.10332714017157,-109.48410106427413,-109.48410106427413,-109.48410106427413,0.0,0.0,0.0,135633.5119347279
,,2024-10-19,17368.370802919708,16571.74598540146,20192.518248175184,2363.662773722628,577965.4751824818,21022761.82992701,5,2024-10-19,678.2976246620318,151531.2595844852,153669.91222287473,671.9146751424842,685.1293965638719,1.7995900668628597,1.7995900668628597,1.7995900668628597,151922.93589317717,151922.93589317717,151922.93589317717,-515.4383514257244,-515.4383514257244,-515.4383514257244,-138.72484,-138.72484,-138.72484,152396.31588501378,152396.31588501378,152396.31588501378,152896.70919603488,152896.70919603488,152896.70919603488,49.59125545680904,49.59125545680904,49.59125545680904,-91.81905599076265,-91.81905599076265,-91.81905599076265,55.47325087168687,55.47325087168687,55.47325087168687,-215.62938228895206,-215.62938228895206,-215.62938228895206,-119.02576954764658,-119.02576954764658,-119.02576954764658,0.0,0.0,0.0,152601.2335178392
,,2024-10-20,16239.021897810222,16399.024764963502,20958.378832116792,2743.5153284671533,9443049.740145985,21022770.90218978,6,2024-10-20,678.236908443458,151577.4513732316,153752.80530674642,671.6952592503254,685.2567940839712,1.6711336282681883,1.6711336282681883,1.6711336282681883,151992.583508217,151992.583508217,151992.583508217,-536.1502106611282,-536.1502106611282,-536.1502106611282,-138.72484,-138.72484,-138.72484,152352.67058988672,152352.67058988672,152352.67058988672,152896.6416422514,152896.6416422514,152896.6416422514,48.391466039375445,48.391466039375445,48.391466039375445,-92.38435802546014,-92.38435802546014,-92.38435802546014,34.50091665426502,34.50091665426502,34.50091665426502,-94.3451515474975,-94.3451515474975,-94.3451515474975,-127.01709012220978,-127.01709012220978,-127.01709012220978,0.0,0.0,0.0,152670.82041666046
,,2024-10-21,23449.9197080292,23601.22627737226,28278.4598540146,3910.1605839416065,13354152.678832117,23358643.671532847,0,2024-10-21,678.1761922248843,134649.251887687,136708.81307006994,671.488704649538,685.5144676210753,1.2766039805147034,1.2766039805147034,1.2766039805147034,134942.70335829398,134942.70335829398,134942.70335829398,-403.9048968077818,-403.9048968077818,-403.9048968077818,-138.72484,-138.72484,-138.72484,135094.02324389716,135094.02324389716,135094.02324389716,135503.29146297675,135503.29146297675,135503.29146297675,36.92390140818796,36.92390140818796,36.92390140818796,-68.81215792785517,-68.81215792785517,-68.81215792785517,25.248330267348816,25.248330267348816,25.248330267348816,120.80121214728534,120.80121214728534,120.80121214728534,-133.39625775045656,-133.39625775045656,-133.39625775045656,0.0,0.0,0.0,135620.87955051888
,,2024-10-22,22888.109489051098,22348.569372262777,32325.131386861318,4456.175182481753,18113601.109489053,23358655.518248174,1,2024-10-22,678.1154760063106,134415.0013633039,136649.1042241988,671.2743025227156,685.7198605228028,1.0919557798560569,1.0919557798560569,1.0919557798560569,134805.15948072585,134805.15948072585,134805.15948072585,-414.2082973953599,-414.2082973953599,-414.2082973953599,-138.72484,-138.72484,-138.72484,135061.74813005645,135061.74813005645,135061.74813005645,135503.2032500951,135503.2032500951,135503.2032500951,30.58442685793562,30.58442685793562,30.58442685793562,-72.91199867377341,-72.91199867377341,-72.91199867377341,13.988793392689214,13.988793392689214,13.988793392689214,20.279513302128244,20.279513302128244,20.279513302128244,-138.14332263276742,-138.14332263276742,-138.14332263276742,0.0,0.0,0.0,135483.27495673217
,,2024-10-23,21627.94890510949,21820.810248175185,26280.02189781022,4105.357700729927,19091767.437956207,23358666.525547445,2,2024-10-23,678.0547597877369,134401.07407614417,136433.3327699436,671.0923918419832,685.7983290961674,1.2105932978606404,1.2105932978606404,1.2105932978606404,134753.41535460117,134753.41535460117,134753.41535460117,-437.31919652539676,-437.31919652539676,-437.31919652539676,-138.72484,-138.72484,-138.72484,135044.10273130142,135044.10273130142,135044.10273130142,135503.12128766408,135503.12128766408,135503.12128766408,40.05463402653409,40.05463402653409,40.05463402653409,-74.63930992088245,-74.63930992088245,-74.63930992088245,11.674722759213283,11.674722759213283,11.674722759213283,-10.683303753229957,-10.683303753229957,-10.683303753229957,-141.27923294700133,-141.27923294700133,-141.27923294700133,0.0,0.0,0.0,135431.4701143889
,,2024-10-24,16162.07299270073,14850.175576642338,18755.12408759124,2963.1824817518245,14928923.197080294,23358679.036496352,3,2024-10-24,677.9940435691632,134329.53042391827,136467.53286960797,670.8485108516836,685.8678012706315,1.5968478038483505,1.5968478038483505,1.5968478038483505,134735.86106129322,134735.86106129322,134735.86106129322,-537.5614263480923,-537.5614263480923,-537.5614263480923,-138.72484,-138.72484,-138.72484,134942.97586092216,134942.97586092216,134942.97586092216,135503.0281287736,135503.0281287736,135503.0281287736,51.84306255944604,51.84306255944604,51.84306255944604,-97.453611214949,-97.453611214949,-97.453611214949,21.522859348254364,21.522859348254364,21.522859348254364,74.47378500016372,74.47378500016372,74.47378500016372,-142.86374462907645,-142.86374462907645,-142.86374462907645,0.0,0.0,0.0,135413.8551048624
,,2024-10-25,16546.87591240876,17671.97080291971,31252.978102189787,3548.905109489051,14010971.98540146,23358684.416058395,4,2024-10-25,677.9333273505896,134220.22253281655,136469.5543346713,670.679057411385,685.948587576256,1.3987713612296082,1.3987713612296082,1.3987713612296082,134765.0091961272,134765.0091961272,134765.0091961272,-530.504276985033,-530.504276985033,-530.504276985033,-138.72484,-138.72484,-138.72484,134941.6229822639,134941.6229822639,134941.6229822639,135502.98807153778,135502.98807153778,135502.98807153778,32.26405131150801,32.26405131150801,32.26405131150801,-88.21811265333895,-88.21811265333895,-88.21811265333895,23.69447769177104,23.69447769177104,23.69447769177104,105.10332714005914,105.10332714005914,105.10332714005914,-142.99227327674927,-142.99227327674927,-142.99227327674927,0.0,0.0,0.0,135442.9425234778
,,2024-10-26,15064.180291970803,15210.867159854017,15640.968613138688,2998.2087591240875,9362339.251094889,21022821.893430658,5,2024-10-26,677.8726111320159,151423.6393692562,153564.80528774505,670.4549621618522,686.0166628692923,1.5850028108575938,1.5850028108575938,1.5850028108575938,151839.1449737748,151839.1449737748,151839.1449737748,-557.6963899277409,-557.6963899277409,-557.6963899277409,-138.72484,-138.72484,-138.72484,152335.29098896807,152335.29098896807,152335.29098896807,152896.2619518332,152896.2619518332,152896.2619518332,56.72166691751534,56.72166691751534,56.72166691751534,-96.27309798460702,-96.27309798460702,-96.27309798460702,34.69185531887772,34.69185531887772,34.69185531887772,-215.62938228920922,-215.62938228920922,-215.62938228920922,-141.79179290407532,-141.79179290407532,-141.79179290407532,0.0,0.0,0.0,152517.0175849068
,,2024-10-27,19483.331386861315,20042.925477372268,22969.780291970805,3409.3445255474458,16460796.481751826,21022828.410218976,6,2024-10-27,677.8118949134422,151592.8924036827,153833.82168948086,670.1437595531518,686.1064966314226,1.4459671885510506,1.4459671885510506,1.4459671885510506,152031.20388563533,152031.20388563533,152031.20388563533,-476.6507228152558,-476.6507228152558,-476.6507228152558,-138.72484,-138.72484,-138.72484,152403.6897899822,152403.6897899822,152403.6897899822,152896.21342659555,152896.21342659555,152896.21342659555,45.24042492778941,45.24042492778941,45.24042492778941,-80.4581773179757,-80.4581773179757,-80.4581773179757,17.898871403566343,17.898871403566343,17.898871403566343,-94.34515154736877,-94.34515154736877,-94.34515154736877,-139.41591279947434,-139.41591279947434,-139.41591279947434,0.0,0.0,0.0,152709.01578054877
,,2024-10-28,21428.24817518248,20988.55474452555,22661.430656934306,3672.467153284672,22490930.350364964,23358709.262773726,0,2024-10-28,677.7511786948685,134547.1806000744,136705.02768195907,669.7895282857651,686.2487201689001,1.356985831836132,1.356985831836132,1.356985831836132,134881.20900736406,134881.20900736406,134881.20900736406,-440.9816372368036,-440.9816372368036,-440.9816372368036,-138.72484,-138.72484,-138.72484,135035.17192160382,135035.17192160382,135035.17192160382,135502.80305819877,135502.80305819877,135502.80305819877,45.72348233633533,45.72348233633533,45.72348233633533,-77.36321222083365,-77.36321222083365,-77.36321222083365,3.6332446945042154,3.6332446945042154,3.6332446945042154,120.80121214712973,120.80121214712973,120.80121214712973,-136.03928638689615,-136.03928638689615,-136.03928638689615,0.0,0.0,0.0,135558.96018605892
,,2024-10-29,20442.379562043796,20237.868321167887,23344.510948905114,3366.4376642335765,14750225.927007299,23358719.321167886,1,2024-10-29,677.6904624762948,134375.5975473767,136498.80259763592,669.5028461366174,686.4784539539164,1.4604771938855206,1.4604771938855206,1.4604771938855206,134781.60850667767,134781.60850667767,134781.60850667767,-459.0621186961198,-459.0621186961198,-459.0621186961198,-138.72484,-138.72484,-138.72484,135031.90535749804,135031.90535749804,135031.90535749804,135502.72816149457,135502.72816149457,135502.72816149457,44.653375684095735,44.653375684095735,44.653375684095735,-79.82014577808759,-79.82014577808759,-79.82014577808759,21.945607599675203,21.945607599675203,21.945607599675203,20.27951330193698,20.27951330193698,20.27951330193698,-131.85152412228118,-131.85152412228118,-131.85152412228118,0.0,0.0,0.0,135459.29896915396
,,2024-10-30,21129.934306569343,20377.45503649635,23180.07299270073,3128.919708029197,5205902.890510949,23358729.795620438,2,2024-10-30,677.629746257721,134395.95038948552,136620.52626057636,669.1823894283502,686.585653664642,1.540799704225934,1.540799704225934,1.540799704225934,134791.35194407916,134791.35194407916,134791.35194407916,-446.4526080118494,-446.4526080118494,-446.4526080118494,-138.72484,-138.72484,-138.72484,135067.8108833952,135067.8108833952,135067.8108833952,135502.65016674093,135502.65016674093,135502.65016674093,44.910982517265076,44.910982517265076,44.910982517265076,-79.36329019316388,-79.36329019316388,-79.36329019316388,44.52483263778758,44.52483263778758,44.52483263778758,-10.683303752966037,-10.683303752966037,-10.683303752966037,-127.05079556309137,-127.05079556309137,-127.05079556309137,0.0,0.0,0.0,135468.9816903369
,,2024-10-31,16720.48175182482,17202.335795620438,18975.401459854016,3065.4014598540152,12586906.744525548,23358740.656934306,3,2024-10-31,677.5690300391473,134399.39312290153,136577.51914762735,668.9018420908709,686.8152247191824,1.5622799545084263,1.5622799545084263,1.5622799545084263,134779.52900688292,134779.52900688292,134779.52900688292,-527.3204073304366,-527.3204073304366,-527.3204073304366,-138.72484,-138.72484,-138.72484,134965.61737534223,134965.61737534223,134965.61737534223,135502.56929134481,135502.56929134481,135502.56929134481,51.49797826384126,51.49797826384126,51.49797826384126,-89.75518855239919,-89.75518855239919,-89.75518855239919,27.063421661892008,27.063421661892008,27.063421661892008,74.4737849996976,74.4737849996976,74.4737849996976,-121.8373134589861,-121.8373134589861,-121.8373134589861,0.0,0.0,0.0,135457.09803692208
